z,D_C_Mpc,D_M_Mpc,D_A_Mpc,D_L_Mpc
0.45625,1802.08641535843,1802.08641535843,1237.484233722527,2624.2883423657136
0.4575,1806.4024798747153,1806.4024798747153,1239.3842057459453,2632.8316144173978
0.45875,1810.7152829826375,1810.7152829826375,1241.2786858492802,2641.3809190509223
0.46,1815.024826485261,1815.024826485261,1243.1676893734664,2649.9362466684806
0.46125,1819.3311121909305,1819.3311121909305,1245.0512316105599,2658.497587688997
0.4625,1823.6341419132411,1823.6341419132411,1246.9293278039256,2667.064932548115
0.46375,1827.9339174710067,1827.9339174710067,1248.8019931484246,2675.638271698186
0.465,1832.23044068823,1832.23044068823,1250.6692427906005,2684.217595608257
0.46625,1836.5237133940716,1836.5237133940716,1252.5310918288637,2692.8028947640573
0.4675,1840.8137374228202,1840.8137374228202,1254.3875553136763,2701.394159667989
0.46875,1845.1005146138602,1845.1005146138602,1256.2386482477345,2709.991380839107
0.47,1849.384046811643,1849.384046811643,1258.0843855861517,2718.594548813115
0.47125,1853.6643358656565,1853.6643358656565,1259.92478223664,2727.203654142347
0.4725,1857.9413836303934,1857.9413836303934,1261.75985305969,2735.818687395754
0.47375,1862.215191965323,1862.215191965323,1263.5896128687518,2744.439639158895
0.475,1866.4857627348592,1866.4857627348592,1265.414076430413,2753.0665000339172
0.47625,1870.753097808332,1870.753097808332,1267.2332584645771,2761.69926063955
0.4775,1875.0171990599567,1875.0171990599567,1269.0471736446407,2770.337911611086
0.47875,1879.2780683688038,1879.2780683688038,1270.8558365976696,2778.982443600369
0.48,1883.53570761877,1883.53570761877,1272.6592619045744,2787.6328472757796
0.48125,1887.7901186985473,1887.7901186985473,1274.457464100285,2796.289113322223
0.4825,1892.0413035015947,1892.0413035015947,1276.2504576739257,2804.951232441114
0.48375,1896.2892639261074,1896.2892639261074,1278.0382570689856,2813.619195350362
0.485,1900.5340018749878,1900.5340018749878,1279.8208766834935,2822.292992784356
0.48625,1904.7755192558163,1904.7755192558163,1281.5983308701875,2830.972615493957
0.4875,1909.0138179808212,1909.0138179808212,1283.3706339366865,2839.6580542464717
0.48875,1913.2488999668499,1913.2488999668499,1285.137800145659,2848.349299825648
0.49,1917.48076713534,1917.48076713534,1286.8998437149933,2857.0463430316563
0.49125,1921.7094214122899,1921.7094214122899,1288.6567788179648,2865.749174681077
0.4925,1925.9348647282284,1925.9348647282284,1290.4086195834027,2874.457785606881
0.49375,1930.1570990181885,1930.1570990181885,1292.1553800958586,2883.172166658419
0.495,1934.3761262216758,1934.3761262216758,1293.8970743957698,2891.892308701406
0.49625,1938.5919482826412,1938.5919482826412,1295.6337164796264,2900.6182026179017
0.4975,1942.8045671494517,1942.8045671494517,1297.3653203001347,2909.3498393063046
0.49875,1947.0139847748617,1947.0139847748617,1299.0918997663798,2918.087209681324
0.5,1951.2202031159843,1951.2202031159843,1300.8134687439895,2926.830304673976
0.50125,1955.4232241342634,1955.4232241342634,1302.5300410552961,2935.5791152315624
0.5025000000000001,1959.6230497954446,1959.6230497954446,1304.2416304794972,2944.3336323176554
0.50375,1963.8196820695462,1963.8196820695462,1305.9482507528153,2953.09384691208
0.505,1968.0131229308324,1968.0131229308324,1307.6499155686595,2961.8597500109026
0.50625,1972.203374357785,1972.203374357785,1309.3466385777824,2970.6313326264135
0.5075000000000001,1976.3904383330741,1976.3904383330741,1311.0384333884406,2979.4085857871096
0.50875,1980.5743168435297,1980.5743168435297,1312.7253135665483,2988.1915005376754
0.51,1984.7550118801157,1984.7550118801157,1314.4072926358383,2996.980067938975
0.51125,1988.9325254379014,1988.9325254379014,1316.0843840780158,3005.7742790680286
0.5125,1993.106859516032,1993.106859516032,1317.7566013329138,3014.5741250179985
0.51375,1997.2780161177034,1997.2780161177034,1319.423957798648,3023.379596898173
0.515,2001.4459972501318,2001.4459972501318,1321.08646683177,3032.1906858339494
0.51625,2005.6108049245288,2005.6108049245288,1322.7441417474222,3041.0073829668163
0.5175,2009.7724411560719,2009.7724411560719,1324.396995819487,3049.829679454339
0.51875,2013.930907963879,2013.930907963879,1326.0450422807432,3058.657566470141
0.52,2018.0862073709777,2018.0862073709777,1327.6882943230116,3067.491035203886
0.52125,2022.238341404282,2022.238341404282,1329.3267650973094,3076.330076861264
0.5225,2026.3873120945632,2026.3873120945632,1330.960467713999,3085.1746826639724
0.52375,2030.5331214764226,2030.5331214764226,1332.589415242935,3094.024843849699
0.525,2034.6757715882645,2034.6757715882645,1334.2136207136161,3102.880551672103
0.52625,2038.8152644722702,2038.8152644722702,1335.8330971153284,3111.7417974008026
0.5275,2042.9516021743702,2042.9516021743702,1337.4478573972965,3120.60857232135
0.52875,2047.084786744218,2047.084786744218,1339.057914468826,3129.480867735223
0.53,2051.2148202351623,2051.2148202351623,1340.6632811994525,3138.3586749597985
0.53125,2055.341704704222,2055.341704704222,1342.2639704190838,3147.24198532834
0.5325,2059.4654422120593,2059.4654422120593,1343.8599949181464,3156.1307901899813
0.5337500000000001,2063.586034822951,2063.586034822951,1345.451367447727,3165.0250809097015
0.535,2067.703484604766,2067.703484604766,1347.038100719717,3173.9248488683156
0.53625,2071.8177936289353,2071.8177936289353,1348.6202074069556,3182.830085462452
0.5375,2075.928963970428,2075.928963970428,1350.1977001433677,3191.740782104533
0.5387500000000001,2080.0369977077253,2080.0369977077253,1351.7705915241106,3200.656930222762
0.54,2084.1418969227916,2084.1418969227916,1353.3388941057087,3209.5785212610986
0.54125,2088.2436637010524,2088.2436637010524,1354.9026204061977,3218.5055466792464
0.5425,2092.3423001313663,2092.3423001313663,1356.4617829052618,3227.4379979526325
0.5437500000000001,2096.4378083059987,2096.4378083059987,1358.0163940443715,3236.375866572386
0.545,2100.5301903205973,2100.5301903205973,1359.566466226924,3245.319144045323
0.54625,2104.6194482741657,2104.6194482741657,1361.1120118183771,3254.267821893929
0.5475,2108.7055842690384,2108.7055842690384,1362.65304314639,3263.2218916563365
0.54875,2112.788600410854,2112.788600410854,1364.189572500955,3272.18134488631
0.55,2116.8684988085333,2116.8684988085333,1365.7216121345375,3281.1461731532268
0.55125,2120.9452815742475,2120.9452815742475,1367.2491742622062,3290.1163680420514
0.5525,2125.0189508234,2125.0189508234,1368.772271061771,3299.091921153328
0.55375,2129.0895086745954,2129.0895086745954,1370.290914673915,3308.0728241031525
0.555,2133.1569572496205,2133.1569572496205,1371.8051172023281,3317.05906852316
0.55625,2137.2212986734125,2137.2212986734125,1373.3148907138395,3326.050646060498
0.5575,2141.2825350740386,2141.2825350740386,1374.820247238548,3335.0475483778155
0.55875,2145.3406685826703,2145.3406685826703,1376.321198769957,3344.0497671532366
0.56,2149.3957013335585,2149.3957013335585,1377.8177572651016,3353.0572940803513
0.56125,2153.4476354640065,2153.4476354640065,1379.3099346446797,3362.07012086818
0.5625,2157.4964731143496,2157.4964731143496,1380.7977427931837,3371.0882392411713
0.56375,2161.542216427927,2161.542216427927,1382.2811935590262,3380.111640939171
0.5650000000000001,2165.58486755106,2165.58486755106,1383.760298754671,3389.140317717409
0.56625,2169.6244286330248,2169.6244286330248,1385.2350701567595,3398.1742613464753
0.5675,2173.6609018260306,2173.6609018260306,1386.7055195062396,3407.2134636123023
0.56875,2177.6942892851944,2177.6942892851944,1388.1716585084903,3416.257916316149
0.5700000000000001,2181.7245931685175,2181.7245931685175,1389.6334988334506,3425.3076112745725
0.57125,2185.751815636859,2185.751815636859,1391.0910521157416,3434.362540319415
0.5725,2189.7759588539166,2189.7759588539166,1392.544329954796,3443.4226952977842
0.57375,2193.797024986197,2193.797024986197,1393.9933439149781,3452.488068072027
0.5750000000000001,2197.815016202997,2197.815016202997,1395.4381055257122,3461.5586505197207
0.57625,2201.829934676376,2201.829934676376,1396.8786262816027,3470.6344345336374
0.5775,2205.8417825811357,2205.8417825811357,1398.3149176425582,3479.715412021742
0.57875,2209.8505620947935,2209.8505620947935,1399.7469910339153,3488.8015749071546
0.58,2213.856275397561,2213.856275397561,1401.1748578465576,3497.8929151281473
0.58125,2217.8589246723195,2217.8589246723195,1402.59852943704,3506.9894246381054
0.5825,2221.8585121045976,2221.8585121045976,1404.0180171277077,3516.0910954055253
0.58375,2225.8550398825464,2225.8550398825464,1405.4333322068169,3525.1979194139826
0.585,2229.8485101969186,2229.8485101969186,1406.8444859286553,3534.309888662116
0.58625,2233.8389252410443,2233.8389252410443,1408.2514895136605,3543.426995163607
0.5875,2237.826287210806,2237.826287210806,1409.6543541485394,3552.5492309471547
0.58875,2241.810598304619,2241.810598304619,1411.0530909863846,3561.676588056463
0.59,2245.7918607234064,2245.7918607234064,1412.4477111467966,3570.8090585502155
0.59125,2249.770076670578,2249.770076670578,1413.8382257159956,3579.946634502058
0.5925,2253.7452483520046,2253.7452483520046,1415.2246457469416,3589.0893080005676
0.59375,2257.717377975999,2257.717377975999,1416.6069822594504,3598.2370711492485
0.595,2261.6864677532913,2261.6864677532913,1417.985246240308,3607.3899160664996
0.5962500000000001,2265.6525198970066,2265.6525198970066,1419.3594486433872,3616.5478348855963
0.5975,2269.6155366226435,2269.6155366226435,1420.7296003897611,3625.710819754673
0.59875,2273.57552014805,2273.57552014805,1422.0957123678188,3634.878862836695
0.6,2277.532472693404,2277.532472693404,1423.4577954333774,3644.051956309447
0.6012500000000001,2281.48639648119,2281.48639648119,1424.8158604097985,3653.2300923655052
0.6025,2285.437293736174,2285.437293736174,1426.1699180880962,3662.4132632122196
0.60375,2289.3851666853866,2289.3851666853866,1427.5199792270532,3671.601461071689
0.605,2293.3300175580985,2293.3300175580985,1428.8660545533323,3680.7946781807477
0.6062500000000001,2297.2718485857986,2297.2718485857986,1430.2081547615865,3689.9929067909393
0.6075,2301.210662002171,2301.210662002171,1431.5462905145698,3699.1961391684895
0.60875,2305.146460043077,2305.146460043077,1432.880472443249,3708.4043675943003
0.61,2309.0792449465307,2309.0792449465307,1434.2107111469136,3717.617584363914
0.61125,2313.0090189526773,2313.0090189526773,1435.537017193283,3726.8357817875017
0.6125,2316.935784303774,2316.935784303774,1436.8594011186196,3736.058952189836
0.61375,2320.8595432441657,2320.8595432441657,1438.1778734278332,3745.287087910273
0.615,2324.7802980202655,2324.7802980202655,1439.4924445945917,3754.520181302729
0.61625,2328.6980508805336,2328.6980508805336,1440.8031250614283,3763.758224735662
0.6175,2332.612804075456,2332.612804075456,1442.109925239849,3773.0012105920505
0.61875,2336.524559857522,2336.524559857522,1443.4128555104385,3782.2491312693637
0.62,2340.433320481205,2340.433320481205,1444.711926222966,3791.5019791795526
0.62125,2344.3390882029416,2344.3390882029416,1446.0071476964945,3800.7597467490186
0.6225,2348.2418652811098,2348.2418652811098,1447.298530219482,3810.0224264186004
0.62375,2352.141653976008,2352.141653976008,1448.5860840498895,3819.290010643543
0.625,2356.0384565498357,2356.0384565498357,1449.8698194152835,3828.5624918934827
0.62625,2359.9322752666726,2359.9322752666726,1451.1497465129423,3837.839862652426
0.6275000000000001,2363.8231123924575,2363.8231123924575,1452.4258755099586,3847.1221154187247
0.62875,2367.7109701949666,2367.7109701949666,1453.6982165433408,3856.409242705052
0.63,2371.5958509437974,2371.5958509437974,1454.9667797201212,3865.7012370383895
0.63125,2375.477756910343,2375.477756910343,1456.2315751174515,3874.9980909599967
0.6325000000000001,2379.3566903677774,2379.3566903677774,1457.492612782712,3884.299797025397
0.63375,2383.2326535910292,2383.2326535910292,1458.7499027336062,3893.6063478043443
0.635,2387.1056488567674,2387.1056488567674,1460.0034549582674,3902.9177358808142
0.63625,2390.975678443379,2390.975678443379,1461.2532794153576,3912.2339538529786
0.6375000000000001,2394.8427446309474,2394.8427446309474,1462.4993860341663,3921.554994333177
0.63875,2398.706849701236,2398.706849701236,1463.741784714713,3930.8808499479
0.64,2402.5679959376657,2402.5679959376657,1464.980485327845,3940.2115133377724
0.64125,2406.426185625296,2406.426185625296,1466.2154977153366,3949.546977157517
0.6425,2410.2814210508072,2410.2814210508072,1467.446831689989,3958.887234075951
0.64375,2414.133704502478,2414.133704502478,1468.6744970357279,3968.232276775948
0.645,2417.9830382701675,2417.9830382701675,1469.8985035077005,3977.582097954425
0.64625,2421.8294246452965,2421.8294246452965,1471.1188608323746,3986.93669032232
0.6475,2425.6728659208275,2425.6728659208275,1472.3355787076343,3996.2960466045633
0.64875,2429.513364391245,2429.513364391245,1473.5486668028777,4005.6601595400653
0.65,2433.350922352537,2433.350922352537,1474.7581347591135,4015.0290218816863
0.65125,2437.185542102176,2437.185542102176,1475.9639921890544,4024.4026263962187
0.6525,2441.0172259391006,2441.0172259391006,1477.1662486772168,4033.780965864363
0.65375,2444.8459761636946,2444.8459761636946,1478.3649137800119,4043.1640330807104
0.655,2448.671795077769,2448.671795077769,1479.5599970258422,4052.551820853708
0.65625,2452.494684984545,2452.494684984545,1480.751507915197,4061.944322005653
0.6575,2456.3146481886347,2456.3146481886347,1481.9394559207449,4071.3415293726616
0.6587500000000001,2460.13168699602,2460.13168699602,1483.1238504874275,4080.7434358046485
0.66,2463.9458037140357,2463.9458037140357,1484.3047010325515,4090.1500341652995
0.66125,2467.757000651353,2467.757000651353,1485.482016945886,4099.56131733206
0.6625,2471.5652801179576,2471.5652801179576,1486.655807589749,4108.977278196105
0.6637500000000001,2475.370644425135,2475.370644425135,1487.8260822991044,4118.397909662319
0.665,2479.1730958854487,2479.1730958854487,1488.992850381651,4127.823204649272
0.66625,2482.972636812724,2482.972636812724,1490.156121117914,4137.253156089201
0.6675,2486.76926952203,2486.76926952203,1491.3159037613373,4146.687756927985
0.6687500000000001,2490.562996329661,2490.562996329661,1492.4722075383736,4156.127000125122
0.67,2494.3538195531196,2494.3538195531196,1493.6250416485748,4165.57087865371
0.67125,2498.141741511097,2498.141741511097,1494.77441526468,4175.019385500421
0.6725,2501.9267645234563,2501.9267645234563,1495.9203375327095,4184.472513665481
0.67375,2505.708890911216,2505.708890911216,1497.0628175720483,4193.930256162647
0.675,2509.488122996529,2509.488122996529,1498.2018644755397,4203.392606019186
0.67625,2513.2644631026687,2513.2644631026687,1499.337487309571,4212.859556275848
0.6775,2517.037913554009,2517.037913554009,1500.4696951141632,4222.331099986849
0.67875,2520.8084766760076,2520.8084766760076,1501.5984969030574,4231.807230219848
0.68,2524.5761547951906,2524.5761547951906,1502.7239016638039,4241.28794005592
0.68125,2528.3409502391314,2528.3409502391314,1503.8459183578477,4250.773222589539
0.6825,2532.102865336436,2532.102865336436,1504.9645559206156,4260.263070928553
0.68375,2535.861902416726,2535.861902416726,1506.0798232616044,4269.757478194162
0.685,2539.618063810621,2539.618063810621,1507.1917292644634,4279.256437520897
0.68625,2543.37135184972,2543.37135184972,1508.300282787084,4288.75994205659
0.6875,2547.121768866588,2547.121768866588,1509.4054926616818,4298.267984962367
0.68875,2550.8693171947352,2550.8693171947352,1510.507367694884,4307.780559412608
0.6900000000000001,2554.613999168603,2554.613999168603,1511.6059166678126,4317.297658594939
0.69125,2558.3558171235472,2558.3558171235472,1512.7011483361698,4326.8192757102
0.6925,2562.094773395819,2562.094773395819,1513.7930714303216,4336.345403972424
0.69375,2565.8308703225516,2565.8308703225516,1514.881694655381,4345.876036608822
0.6950000000000001,2569.5641102417408,2569.5641102417408,1515.9670266912924,4355.411166859751
0.69625,2573.2944954922305,2573.2944954922305,1517.049076192914,4364.950787978696
0.6975,2577.022028413696,2577.022028413696,1518.1278517901005,4374.494893232249
0.69875,2580.746711346627,2580.746711346627,1519.2033620877862,4384.043475900082
0.7000000000000001,2584.4685466323117,2584.4685466323117,1520.2756156660655,4393.596529274931
0.70125,2588.187536612821,2588.187536612821,1521.344621080277,4403.154046662561
0.7025,2591.903683630992,2591.903683630992,1522.4103868610819,4412.716021381764
0.70375,2595.6169900304126,2595.6169900304126,1523.472921514549,4422.282446764315
0.705,2599.3274581554047,2599.3274581554047,1524.5322335222313,4431.853316154965
0.70625,2603.03509035101,2603.03509035101,1525.5883313412512,4441.428622911411
0.7075,2606.73988896297,2606.73988896297,1526.6412234043746,4451.00836040427
0.70875,2610.4418563377158,2610.4418563377158,1527.690918120097,4460.592522017072
0.71,2614.140994822349,2614.140994822349,1528.7374238727189,4470.181101146217
0.71125,2617.837306764628,2617.837306764628,1529.7807490224268,4479.77409120097
0.7125,2621.53079451295,2621.53079451295,1530.8209019053722,4489.371485603426
0.71375,2625.221460416337,2625.221460416337,1531.8578908337486,4498.973277788497
0.715,2628.909306824421,2628.909306824421,1532.8917240958724,4508.579461203882
0.71625,2632.594336087429,2632.594336087429,1533.9224099562587,4518.19002931005
0.7175,2636.2765505561642,2636.2765505561642,1534.9499566556997,4527.804975580212
0.71875,2639.955952581996,2639.955952581996,1535.974372411343,4537.424293500305
0.72,2643.632544516841,2643.632544516841,1536.995665416768,4547.047976568966
0.7212500000000001,2647.30632871315,2647.30632871315,1538.0138438420624,4556.6760182975095
0.7225,2650.977307523891,2650.977307523891,1539.0289158338987,4566.308412209902
0.72375,2654.645483302536,2654.645483302536,1540.040889515612,4575.945151842747
0.725,2658.3108584030465,2658.3108584030465,1541.0497729872732,4585.586230745255
0.7262500000000001,2661.9734351798575,2661.9734351798575,1542.0555743257682,4595.231642479229
0.7275,2665.633215987863,2665.633215987863,1543.05830158487,4604.881380619033
0.72875,2669.2902031824005,2669.2902031824005,1544.0579627953148,4614.5354387515745
0.73,2672.9443991192397,2672.9443991192397,1545.0545659648785,4624.193810476285
0.7312500000000001,2676.595806154564,2676.595806154564,1546.0481190784483,4633.85648940509
0.7325,2680.244426644958,2680.244426644958,1547.0386300981,4643.523469162389
0.73375,2683.8902629473932,2683.8902629473932,1548.0261069631683,4653.194743385044
0.735,2687.5333174192137,2687.5333174192137,1549.010557590325,4662.870305722336
0.73625,2691.1735924181203,2691.1735924181203,1549.9919898736473,4672.550149835962
0.7375,2694.8110903021593,2694.8110903021593,1550.970411684696,4682.234269400002
0.73875,2698.445813429705,2698.445813429705,1551.9458308725839,4691.9226581009
0.74,2702.0777641594486,2702.0777641594486,1552.918255264051,4701.615309637441
0.74125,2705.7069448503817,2705.7069448503817,1553.8876926635357,4711.312217720727
0.7425,2709.333357861785,2709.333357861785,1554.854150853248,4721.01337607416
0.74375,2712.9570055532117,2712.9570055532117,1555.8176375932399,4730.718778433413
0.745,2716.577890284476,2716.577890284476,1556.778160621476,4740.42841854641
0.74625,2720.196014415638,2720.196014415638,1557.7357276539087,4750.142290173308
0.7475,2723.8113803069896,2723.8113803069896,1558.6903463845433,4759.8603870864645
0.74875,2727.423990319043,2727.423990319043,1559.6420244855142,4769.582703070427
0.75,2731.0338468125146,2731.0338468125146,1560.5907696071513,4779.3092319219
0.75125,2734.6409521483133,2734.6409521483133,1561.536589378052,4789.039967449734
0.7525000000000001,2738.2453086875266,2738.2453086875266,1562.4794914051508,4798.77490347489
0.75375,2741.8469187914075,2741.8469187914075,1563.419483273789,4808.514033830432
0.755,2745.4457848213597,2745.4457848213597,1564.3565725477833,4818.257352361486
0.75625,2749.0419091389263,2749.0419091389263,1565.2907667694953,4828.00485292524
0.7575000000000001,2752.6352941057758,2752.6352941057758,1566.222073459901,4837.756529390901
0.75875,2756.2259420836886,2756.2259420836886,1567.1505001186572,4847.512375639687
0.76,2759.813855434544,2759.813855434544,1568.0760542241728,4857.272385564797
0.76125,2763.39903652031,2763.39903652031,1568.998743233675,4867.036553071396
0.7625000000000001,2766.981487703026,2766.981487703026,1569.918574583277,4876.804872076584
0.76375,2770.56121134479,2770.56121134479,1570.8355556880454,4886.577336509373
0.765,2774.138209807752,2774.138209807752,1571.749693942069,4896.353940310682
0.76625,2777.7124854540943,2777.7124854540943,1572.6609967185248,4906.134677433293
0.7675000000000001,2781.2840406460223,2781.2840406460223,1573.5694713697437,4915.919541841844
0.76875,2784.8528777457495,2784.8528777457495,1574.4751252272788,4925.708527512794
0.77,2788.418999115489,2788.418999115489,1575.3779656019713,4935.5016284344165
0.77125,2791.9824071174367,2791.9824071174367,1576.277999784015,4945.298838606759
0.7725,2795.5431041137613,2795.5431041137613,1577.1752350430247,4955.100152041641
0.77375,2799.101092466592,2799.101092466592,1578.0696786280996,4964.905562762618
0.775,2802.6563745380035,2802.6563745380035,1578.9613377678893,4974.715064804956
0.77625,2806.2089526900086,2806.2089526900086,1579.8502196706593,4984.528652215628
0.7775,2809.7588292845403,2809.7588292845403,1580.7363315243547,4994.346319053269
0.77875,2813.306006683444,2813.306006683444,1581.6196804966658,5004.1680593881765
0.78,2816.850487248464,2816.850487248464,1582.5002737350922,5013.993867302266
0.78125,2820.3922733412314,2820.3922733412314,1583.3781183670071,5023.823736889069
0.7825,2823.931367323251,2823.931367323251,1584.25322149972,5033.657662253695
0.7837500000000001,2827.467771555893,2827.467771555893,1585.1255902205426,5043.495637512823
0.785,2831.001488400375,2831.001488400375,1585.9952315968485,5053.337656794669
0.78625,2834.5325202177573,2834.5325202177573,1586.8621526761412,5063.183714238969
0.7875,2838.0608693689264,2838.0608693689264,1587.7263604861125,5073.033803996956
0.7887500000000001,2841.5865382145857,2841.5865382145857,1588.587862034709,5082.88792023134
0.79,2845.1095291152415,2845.1095291152415,1589.4466643101907,5092.746057116282
0.79125,2848.629844431194,2848.629844431194,1590.3027742811971,5102.608208837377
0.7925,2852.1474865225236,2852.1474865225236,1591.1561988968053,5112.474369591623
0.7937500000000001,2855.6624577490825,2855.6624577490825,1592.0069450865963,5122.344533587417
0.795,2859.1747604704788,2859.1747604704788,1592.8550197607124,5132.218695044509
0.79625,2862.68439704607,2862.68439704607,1593.7004298099205,5142.0968481940035
0.7975,2866.191369834949,2866.191369834949,1594.543182105674,5151.97898727832
0.7987500000000001,2869.695681195933,2869.695681195933,1595.3832835001713,5161.865106551185
0.8,2873.197333487553,2873.197333487553,1596.2207408264183,5171.755200277596
0.80125,2876.696329068041,2876.696329068041,1597.055560898288,5181.649262733809
0.8025,2880.1926702953238,2880.1926702953238,1597.8877505105818,5191.547288207321
0.80375,2883.686359527005,2883.686359527005,1598.717316439088,5201.449270996835
0.805,2887.177399120361,2887.177399120361,1599.544265440643,5211.355205412251
0.80625,2890.6657914323246,2890.6657914323246,1600.3686042531901,5221.265085774636
0.8075,2894.1515388194766,2894.1515388194766,1601.1903395958375,5231.178906416204
0.80875,2897.634643638037,2897.634643638037,1602.0094781689215,5241.096661680298
0.81,2901.11510824385,2901.11510824385,1602.8260266540608,5251.018345921369
0.81125,2904.5929349923754,2904.5929349923754,1603.6399917142169,5260.9439535049405
0.8125,2908.0681262386797,2908.0681262386797,1604.4513799937542,5270.873478807607
0.81375,2911.540684337424,2911.540684337424,1605.260198118497,5280.806916217003
0.8150000000000001,2915.010611642853,2915.010611642853,1606.0664526957867,5290.744260131778
0.81625,2918.4779105087837,2918.4779105087837,1606.87015031454,5300.685504961579
0.8175,2921.942583288599,2921.942583288599,1607.671297545309,5310.630645127028
0.81875,2925.4046323352336,2925.4046323352336,1608.4699009403346,5320.5796750597065
0.8200000000000001,2928.864060001166,2928.864060001166,1609.2659670336075,5330.532589202122
0.82125,2932.320868638404,2932.320868638404,1610.0595023409219,5340.489382007694
0.8225,2935.7750605984825,2935.7750605984825,1610.8505133599356,5350.450047940734
0.82375,2939.2266382324447,2939.2266382324447,1611.6390065702233,5360.414581476421
0.8250000000000001,2942.6756038908393,2942.6756038908393,1612.4249884333365,5370.382977100782
0.82625,2946.121959923705,2946.121959923705,1613.208465392857,5380.355229310666
0.8275,2949.5657086805636,2949.5657086805636,1613.9894438744534,5390.331332613731
0.82875,2953.0068525104098,2953.0068525104098,1614.7679302859385,5400.311281528412
0.8300000000000001,2956.4453937617004,2956.4453937617004,1615.5439310173226,5410.295070583912
0.83125,2959.8813347823443,2959.8813347823443,1616.3174524408705,5420.282694320168
0.8325,2963.3146779196945,2963.3146779196945,1617.0885009111566,5430.274147287841
0.83375,2966.7454255205375,2966.7454255205375,1617.8570827651192,5440.269424048285
0.835,2970.1735799310827,2970.1735799310827,1618.623204322116,5450.268519173536
0.83625,2973.599143496955,2973.599143496955,1619.386871883978,5460.271427246284
0.8375,2977.022118563183,2977.022118563183,1620.1480917350657,5470.278142859848
0.83875,2980.44250747419,2980.44250747419,1620.9068701423193,5480.288660618166
0.84,2983.860312573786,2983.860312573786,1621.6632133553185,5490.302975135765
0.84125,2987.2755362051576,2987.2755362051576,1622.4171276063312,5500.321081037746
0.8425,2990.688180710858,2990.688180710858,1623.1686191103706,5510.3429729597565
0.84375,2994.0982484327974,2994.0982484327974,1623.917694065246,5520.36864554797
0.845,2997.5057417122366,2997.5057417122366,1624.6643586516188,5530.398093459076
0.8462500000000001,3000.910662889774,3000.910662889774,1625.408619033053,5540.431311360245
0.8475,3004.3130143053386,3004.3130143053386,1626.1504813560696,5550.468293929113
0.84875,3007.7127982981815,3007.7127982981815,1626.8899517501998,5560.509035853763
0.85,3011.110017206865,3011.110017206865,1627.627036328035,5570.5535318327
0.8512500000000001,3014.504673369256,3014.504673369256,1628.3617411852836,5580.601776574836
0.8525,3017.8967691225143,3017.8967691225143,1629.0940724008174,5590.653764799458
0.85375,3021.2863068030856,3021.2863068030856,1629.8240360367286,5600.70949123622
0.855,3024.6732887466924,3024.6732887466924,1630.5516381383786,5610.768950625114
0.8562500000000001,3028.0577172883254,3028.0577172883254,1631.2768847344512,5620.832137716454
0.8575,3031.4395947622334,3031.4395947622334,1631.9997818370032,5630.899047270848
0.85875,3034.8189235019163,3034.8189235019163,1632.720335441515,5640.969674059188
0.86,3038.1957058401163,3038.1957058401163,1633.4385515269444,5651.044012862616
0.8612500000000001,3041.5699441088086,3041.5699441088086,1634.1544360557734,5661.12205847252
0.8625,3044.941640639192,3044.941640639192,1634.8679949740629,5671.203805690496
0.86375,3048.310797761683,3048.310797761683,1635.5792342114999,5681.289249328336
0.865,3051.677417805905,3051.677417805905,1636.2881596814505,5691.378384208013
0.86625,3055.041503100681,3055.041503100681,1636.9947772810078,5701.471205161645
0.8675,3058.403055974026,3058.403055974026,1637.6990928910445,5711.567707031494
0.86875,3061.7620787531364,3061.7620787531364,1638.4011123762602,5721.667884669922
0.87,3065.118573764384,3065.118573764384,1639.100841585232,5731.771732939399
0.87125,3068.472543333307,3068.472543333307,1639.7982863504647,5741.8792467124495
0.8725,3071.823989784601,3071.823989784601,1640.4934524884384,5751.990420871665
0.87375,3075.1729154421128,3075.1729154421128,1641.1863457996599,5762.105250309659
0.875,3078.5193226288297,3078.5193226288297,1641.8769720687092,5772.2237299290555
0.87625,3081.8632136668753,3081.8632136668753,1642.5653370642906,5782.3458546424745
0.8775000000000001,3085.204590877497,3085.204590877497,1643.2514465392794,5792.4716193725
0.87875,3088.5434565810615,3088.5434565810615,1643.9353062307712,5802.60101905167
0.88,3091.8798130970454,3091.8798130970454,1644.6169218601306,5812.734048622445
0.88125,3095.2136627440286,3095.2136627440286,1645.2962991330385,5822.870703037204
0.8825000000000001,3098.5450078396852,3098.5450078396852,1645.9734437395405,5833.010977258207
0.88375,3101.8738507007743,3101.8738507007743,1646.6483613540938,5843.154866257584
0.885,3105.200193643137,3105.200193643137,1647.3210576356164,5853.302365017313
0.88625,3108.5240389816854,3108.5240389816854,1647.9915382275337,5863.453468529205
0.8875000000000001,3111.845389030395,3111.845389030395,1648.659808757825,5873.608171794871
0.88875,3115.164246102297,3115.164246102297,1649.325874839072,5883.766469825713
0.89,3118.4806125094733,3118.4806125094733,1649.9897420685043,5893.928357642904
0.89125,3121.7944905630457,3121.7944905630457,1650.651416028048,5904.09383027736
0.8925000000000001,3125.1058825731716,3125.1058825731716,1651.3109022843707,5914.262882769728
0.89375,3128.4147908490327,3128.4147908490327,1651.9682063889281,5924.435510170356
0.895,3131.7212176988323,3131.7212176988323,1652.6233338780119,5934.611707539288
0.89625,3135.025165429785,3135.025165429785,1653.2762902727936,5944.791469946229
