z,H_SI,H_km_s_Mpc
0.14375000000000002,2.3489594698786033e-18,72.48131576036252
0.145,2.3505307016351335e-18,72.52979890642705
0.14625,2.3521043154990287e-18,72.57835555664451
0.1475,2.353680310438833e-18,72.62698567918748
0.14875,2.355258685418634e-18,72.67568924209108
0.15,2.356839439398088e-18,72.7244662132536
0.15125,2.358422571332443e-18,72.77331656043744
0.1525,2.3600080801725664e-18,72.82224025126969
0.15375,2.36159596486497e-18,72.87123725324312
0.155,2.3631862243518332e-18,72.9203075337168
0.15625,2.3647788575710312e-18,72.96945105991698
0.1575,2.3663738634561576e-18,73.01866779893778
0.15875,2.3679712409365508e-18,73.06795771774208
0.16,2.3695709889373178e-18,73.1173207831621
0.16125,2.3711731063793616e-18,73.1667569619004
0.1625,2.372777592179403e-18,73.2162662205305
0.16375,2.374384445250008e-18,73.26584852549766
0.165,2.3759936644996115e-18,73.31550384311971
0.16625,2.3776052488325422e-18,73.36523213958779
0.1675,2.3792191971490486e-18,73.41503338096709
0.16875,2.3808355083453215e-18,73.46490753319762
0.17,2.3824541813135203e-18,73.51485456209498
0.17125,2.384075214941798e-18,73.56487443335119
0.17250000000000001,2.3856986081143237e-18,73.61496711253527
0.17375000000000002,2.3873243597113093e-18,73.6651325650942
0.17500000000000002,2.3889524686090335e-18,73.71537075635354
0.17625,2.390582933679865e-18,73.76568165151824
0.1775,2.3922157537922892e-18,73.81606521567339
0.17875,2.39385092781093e-18,73.86652141378495
0.18,2.3954884545965763e-18,73.91705021070057
0.18125,2.397128333006204e-18,73.96765157115017
0.1825,2.3987705618930044e-18,74.01832545974693
0.18375,2.4004151401064014e-18,74.06907184098782
0.185,2.4020620664920832e-18,74.11989067925447
0.18625,2.4037113398920206e-18,74.17078193881383
0.1875,2.4053629591444953e-18,74.22174558381904
0.18875,2.4070169230841206e-18,74.27278157831002
0.19,2.4086732305418673e-18,74.32388988621427
0.19125,2.4103318803450852e-18,74.37507047134761
0.1925,2.4119928713175316e-18,74.426323297415
0.19375,2.4136562022793898e-18,74.47764832801106
0.195,2.4153218720472952e-18,74.52904552662099
0.19625,2.41698987943436e-18,74.58051485662128
0.1975,2.4186602232501945e-18,74.6320562812803
0.19875,2.420332902300932e-18,74.68366976375921
0.2,2.422007915389254e-18,74.73535526711261
0.20125,2.4236852613144085e-18,74.78711275428915
0.2025,2.4253649388722396e-18,74.83894218813249
0.20375000000000001,2.427046946855205e-18,74.89084353138176
0.20500000000000002,2.4287312840524057e-18,74.94281674667249
0.20625000000000002,2.4304179492496027e-18,74.99486179653722
0.20750000000000002,2.4321069412292447e-18,75.04697864340622
0.20875,2.43379825877049e-18,75.09916724960826
0.21,2.4354919006492278e-18,75.15142757737122
0.21125,2.437187865638104e-18,75.2037595888229
0.2125,2.438886152506543e-18,75.25616324599176
0.21375,2.4405867600207697e-18,75.3086385108074
0.215,2.4422896869438334e-18,75.36118534510156
0.21625,2.443994932035631e-18,75.41380371060863
0.2175,2.4457024940529274e-18,75.46649356896641
0.21875,2.447412371749382e-18,75.51925488171683
0.22,2.4491245638755677e-18,75.57208761030661
0.22125,2.450839069178995e-18,75.62499171608795
0.2225,2.4525558864041343e-18,75.67796716031926
0.22375,2.4542750142924405e-18,75.73101390416588
0.225,2.455996451582371e-18,75.7841319087007
0.22625,2.4577201970094105e-18,75.83732113490484
0.2275,2.4594462493060943e-18,75.89058154366843
0.22875,2.4611746072020295e-18,75.94391309579123
0.23,2.4629052694239156e-18,75.99731575198332
0.23125,2.4646382346955697e-18,76.05078947286579
0.2325,2.4663735017379458e-18,76.10433421897139
0.23375,2.468111069269159e-18,76.1579499507453
0.23500000000000001,2.469850936004504e-18,76.21163662854568
0.23625000000000002,2.4715931006564817e-18,76.26539421264441
0.23750000000000002,2.4733375619348178e-18,76.31922266322783
0.23875000000000002,2.475084318546484e-18,76.37312194039724
0.24,2.476833369195723e-18,76.42709200416974
0.24125,2.4785847125840674e-18,76.4811328144788
0.2425,2.4803383474103607e-18,76.53524433117497
0.24375,2.4820942723707812e-18,76.58942651402647
0.245,2.4838524861588634e-18,76.64367932272
0.24625,2.485612987465515e-18,76.69800271686123
0.2475,2.487375774979045e-18,76.75239665597555
0.24875,2.4891408473851783e-18,76.8068610995087
0.25,2.4909082033670833e-18,76.86139600682748
0.25125000000000003,2.4926778416053863e-18,76.9160013372203
0.2525,2.4944497607781992e-18,76.97067704989793
0.25375000000000003,2.4962239595611358e-18,77.0254231039941
0.255,2.4980004366273324e-18,77.08023945856607
0.25625,2.4997791906474753e-18,77.13512607259548
0.2575,2.501560220289812e-18,77.19008290498878
0.25875,2.503343524220179e-18,77.24510991457798
0.26,2.505129101102021e-18,77.30020706012127
0.26125,2.5069169495964095e-18,77.35537430030364
0.2625,2.5087070683620655e-18,77.41061159373756
0.26375,2.5104994560553782e-18,77.46591889896352
0.265,2.512294111330429e-18,77.52129617445081
0.26625,2.514091032839005e-18,77.57674337859794
0.2675,2.5158902192306283e-18,77.63226046973351
0.26875,2.5176916691525693e-18,77.68784740611663
0.27,2.5194953812498685e-18,77.74350414593764
0.27125,2.521301354165358e-18,77.79923064731871
0.2725,2.5231095865396826e-18,77.85502686831451
0.27375,2.5249200770113158e-18,77.91089276691274
0.275,2.526732824216583e-18,77.96682830103477
0.27625,2.5285478267896802e-18,78.02283342853633
0.2775,2.5303650833626938e-18,78.07890810720798
0.27875,2.5321845925656205e-18,78.13505229477587
0.28,2.5340063530263877e-18,78.19126594890223
0.28125,2.5358303633708714e-18,78.24754902718605
0.28250000000000003,2.537656622222918e-18,78.30390148716364
0.28375,2.539485128204361e-18,78.36032328630927
0.28500000000000003,2.541315879935044e-18,78.41681438203572
0.28625,2.5431488760328352e-18,78.47337473169488
0.28750000000000003,2.544984115113653e-18,78.53000429257844
0.28875,2.5468215957914777e-18,78.58670302191831
0.29,2.548661316678378e-18,78.6434708768874
0.29125,2.5505032763845253e-18,78.7003078146001
0.2925,2.5523474735182146e-18,78.75721379211285
0.29375,2.5541939066858832e-18,78.81418876642482
0.295,2.556042574492128e-18,78.87123269447838
0.29625,2.557893475539728e-18,78.92834553315976
0.2975,2.5597466084296594e-18,78.98552723929961
0.29875,2.5616019717611166e-18,79.04277776967359
0.3,2.563459564131529e-18,79.1000970810029
0.30125,2.565319384136581e-18,79.15748512995488
0.3025,2.5671814303702307e-18,79.21494187314362
0.30375,2.569045701424727e-18,79.27246726713044
0.305,2.5709121958906285e-18,79.33006126842454
0.30625,2.5727809123568227e-18,79.38772383348353
0.3075,2.5746518494105433e-18,79.445454918714
0.30875,2.576525005637388e-18,79.50325448047207
0.31,2.578400379621338e-18,79.56112247506393
0.31125,2.580277969944775e-18,79.61905885874648
0.3125,2.5821577751884988e-18,79.67706358772776
0.31375000000000003,2.584039793931747e-18,79.73513661816764
0.315,2.5859240247522104e-18,79.79327790617823
0.31625000000000003,2.587810466226054e-18,79.85148740782458
0.3175,2.5896991169279307e-18,79.90976507912507
0.31875000000000003,2.5915899754310026e-18,79.96811087605208
0.32,2.593483040306955e-18,80.02652475453243
0.32125,2.595378310126019e-18,80.08500667044805
0.3225,2.597275783456983e-18,80.1435565796364
0.32375,2.599175458867215e-18,80.20217443789103
0.325,2.6010773349226767e-18,80.26086020096216
0.32625,2.6029814101879422e-18,80.31961382455718
0.3275,2.6048876832262167e-18,80.37843526434122
0.32875,2.6067961525993477e-18,80.43732447593756
0.33,2.6087068168678513e-18,80.49628141492833
0.33125,2.61061967459092e-18,80.5553060368549
0.3325,2.6125347243264457e-18,80.61439829721843
0.33375,2.614451964631035e-18,80.67355815148046
0.335,2.6163713940600247e-18,80.73278555506334
0.33625,2.6182930111674995e-18,80.79208046335079
0.3375,2.620216814506309e-18,80.85144283168842
0.33875,2.6221428026280838e-18,80.9108726153842
0.34,2.6240709740832515e-18,80.97036976970904
0.34125,2.6260013274210544e-18,81.02993424989718
0.3425,2.627933861189565e-18,81.08956601114687
0.34375,2.629868573935704e-18,81.14926500862073
0.34500000000000003,2.631805464205252e-18,81.20903119744627
0.34625,2.633744530542873e-18,81.26886453271649
0.34750000000000003,2.6356857714921234e-18,81.32876496949024
0.34875,2.637629185595471e-18,81.38873246279277
0.35000000000000003,2.6395747713943143e-18,81.44876696761636
0.35125,2.6415225274289914e-18,81.50886843892053
0.3525,2.643472452238802e-18,81.5690368316328
0.35375,2.64542454436202e-18,81.62927210064899
0.355,2.6473788023359108e-18,81.68957420083385
0.35625,2.6493352246967464e-18,81.74994308702144
0.3575,2.6512938099798205e-18,81.81037871401564
0.35875,2.653254556719465e-18,81.87088103659067
0.36,2.655217463449063e-18,81.93145000949147
0.36125,2.6571825287010705e-18,81.99208558743435
0.3625,2.6591497510070233e-18,82.05278772510722
0.36375,2.661119128897558e-18,82.11355637717031
0.365,2.663090660902427e-18,82.17439149825648
0.36625,2.665064345550511e-18,82.23529304297173
0.3675,2.6670401813698344e-18,82.29626096589568
0.36875,2.669018166887584e-18,82.35729522158202
0.37,2.6709983006301186e-18,82.41839576455897
0.37125,2.672980581122989e-18,82.47956254932974
0.3725,2.674965006890949e-18,82.54079553037302
0.37375,2.6769515764579727e-18,82.6020946621434
0.375,2.6789402883472667e-18,82.6634598990718
0.37625000000000003,2.680931141081288e-18,82.724891195566
0.3775,2.6829241331817554e-18,82.78638850601102
0.37875000000000003,2.684919263169666e-18,82.84795178476958
0.38,2.6869165295653084e-18,82.90958098618258
0.38125000000000003,2.6889159308882796e-18,82.97127606456955
0.3825,2.690917465657495e-18,83.03303697422899
0.38375000000000004,2.692921132391207e-18,83.09486366943892
0.385,2.6949269296070157e-18,83.15675610445732
0.38625,2.6969348558218866e-18,83.21871423352248
0.3875,2.698944909552161e-18,83.28073801085348
0.38875,2.700957089313573e-18,83.34282739065068
0.39,2.7029713936212605e-18,83.40498232709601
0.39125,2.704987820989782e-18,83.46720277435354
0.3925,2.70700636993313e-18,83.52948868656985
0.39375,2.7090270389647412e-18,83.59184001787442
0.395,2.711049826597516e-18,83.65425672238014
0.39625,2.7130747313438265e-18,83.7167387541836
0.3975,2.7151017517155342e-18,83.77928606736565
0.39875,2.7171308862240013e-18,83.84189861599171
0.4,2.719162133380104e-18,83.90457635411225
0.40125,2.7211954916942492e-18,83.96731923576323
0.4025,2.7232309596763812e-18,84.03012721496631
0.40375,2.7252685358360015e-18,84.09300024572953
0.405,2.7273082186821796e-18,84.15593828204757
0.40625,2.729350006723565e-18,84.21894127790218
0.40750000000000003,2.731393898468402e-18,84.28200918726256
0.40875,2.7334398924245415e-18,84.34514196408583
0.41000000000000003,2.7354879870994544e-18,84.40833956231732
0.41125,2.7375381810002434e-18,84.47160193589107
0.41250000000000003,2.7395904726336595e-18,84.53492903873021
0.41375,2.74164486050611e-18,84.59832082474729
0.41500000000000004,2.743701343123673e-18,84.66177724784471
0.41625,2.745759918992112e-18,84.72529826191513
0.4175,2.747820586616886e-18,84.78888382084182
0.41875,2.749883344503162e-18,84.85253387849909
0.42,2.751948191155831e-18,84.91624838875266
0.42125,2.754015125079514e-18,84.98002730545998
0.4225,2.7560841447785796e-18,85.0438705824707
0.42375,2.7581552487571566e-18,85.10777817362703
0.425,2.7602284355191403e-18,85.17175003276401
0.42625,2.7623037035682122e-18,85.23578611371008
0.4275,2.7643810514078463e-18,85.29988637028725
0.42875,2.7664604775413244e-18,85.36405075631167
0.43,2.7685419804717462e-18,85.42827922559377
0.43125,2.7706255587020427e-18,85.49257173193887
0.4325,2.772711210734988e-18,85.55692822914737
0.43375,2.7747989350732074e-18,85.62134867101516
0.435,2.7768887302191956e-18,85.68583301133401
0.43625,2.778980594675323e-18,85.75038120389192
0.4375,2.7810745269438496e-18,85.81499320247346
0.43875000000000003,2.783170525526936e-18,85.87966896086013
0.44,2.7852685889266567e-18,85.94440843283078
0.44125000000000003,2.787368715645007e-18,86.00921157216185
0.4425,2.789470904183919e-18,86.07407833262772
0.44375000000000003,2.791575153045272e-18,86.13900866800128
0.445,2.7936814607309003e-18,86.20400253205393
0.44625000000000004,2.7957898257426086e-18,86.26905987855623
0.4475,2.7979002465821825e-18,86.33418066127808
0.44875,2.8000127217513968e-18,86.3993648339891
0.45,2.8021272497520297e-18,86.46461235045899
0.45125,2.8042438290858714e-18,86.52992316445783
0.4525,2.806362458254737e-18,86.59529722975645
0.45375,2.8084831357604742e-18,86.66073450012671
0.455,2.810605860104981e-18,86.72623492934201
0.45625,2.8127306297902064e-18,86.79179847117734
0.4575,2.8148574433181683e-18,86.85742507940978
0.45875,2.8169862991909635e-18,86.9231147078189
0.46,2.819117195910776e-18,86.98886731018688
0.46125,2.821250131979888e-18,87.05468284029901
0.4625,2.8233851059006915e-18,87.12056125194393
0.46375,2.8255221161756974e-18,87.18650249891395
0.465,2.827661161307547e-18,87.25250653500542
0.46625,2.829802239799021e-18,87.31857331401898
0.4675,2.8319453501530516e-18,87.38470278975991
0.46875,2.8340904908727305e-18,87.45089491603848
0.47000000000000003,2.836237660461321e-18,87.51714964667022
0.47125,2.838386857422265e-18,87.58346693547617
0.47250000000000003,2.8405380802591988e-18,87.64984673628335
0.47375,2.8426913274759546e-18,87.71628900292488
0.47500000000000003,2.8448465975765794e-18,87.78279368924044
0.47625,2.8470038890653385e-18,87.8493607490765
0.47750000000000004,2.849163200446727e-18,87.9159901362866
0.47875,2.8513245302254814e-18,87.98268180473171
0.48,2.8534878769065865e-18,88.04943570828051
0.48125,2.8556532389952866e-18,88.11625180080965
0.4825,2.8578206149970943e-18,88.18313003620405
0.48375,2.8599900034178023e-18,88.25007036835731
0.485,2.862161402763488e-18,88.31707275117178
0.48625,2.8643348115405286e-18,88.38413713855908
0.4875,2.8665102282556062e-18,88.45126348444026
0.48875,2.8686876514157197e-18,88.51845174274608
0.49,2.8708670795281915e-18,88.58570186741734
0.49125,2.8730485111006803e-18,88.6530138124052
0.4925,2.8752319446411857e-18,88.72038753167135
0.49375,2.877417378658062e-18,88.78782297918838
0.495,2.879604811660023e-18,88.85532010894003
0.49625,2.881794242156154e-18,88.92287887492148
0.4975,2.883985668655919e-18,88.9904992311396
0.49875,2.8861790896691715e-18,89.05818113161325
0.5,2.8883745037061607e-18,89.12592453037354
0.50125,2.8905719092775412e-18,89.19372938146407
0.5025000000000001,2.892771304894384e-18,89.26159563894129
0.50375,2.8949726890681817e-18,89.32952325687467
0.505,2.897176060310859e-18,89.39751218934698
0.50625,2.899381417134782e-18,89.46556239045468
0.5075000000000001,2.901588758052764e-18,89.53367381430792
0.50875,2.9037980815780758e-18,89.60184641503109
0.51,2.906009386224456e-18,89.67008014676291
0.51125,2.9082226705061154e-18,89.73837496365675
0.5125,2.9104379329377476e-18,89.80673081988083
0.51375,2.9126551720345358e-18,89.87514766961849
0.515,2.9148743863121658e-18,89.94362546706857
0.51625,2.9170955742868245e-18,90.01216416644539
0.5175,2.91931873447522e-18,90.08076372197935
0.51875,2.9215438653945798e-18,90.14942408791687
0.52,2.9237709655626636e-18,90.21814521852079
0.52125,2.9260000334977705e-18,90.2869270680706
0.5225,2.928231067718747e-18,90.35576959086266
0.52375,2.9304640667449933e-18,90.42467274121047
0.525,2.9326990290964734e-18,90.49363647344487
0.52625,2.9349359532937216e-18,90.56266074191431
0.5275,2.9371748378578496e-18,90.63174550098508
0.52875,2.939415681310557e-18,90.70089070504159
0.53,2.9416584821741353e-18,90.77009630848652
0.53125,2.9439032389714766e-18,90.83936226574109
0.5325,2.946149950226083e-18,90.90868853124532
0.5337500000000001,2.9483986144620726e-18,90.97807505945826
0.535,2.9506492302041867e-18,91.04752180485819
0.53625,2.952901795977796e-18,91.1170287219428
0.5375,2.955156310308912e-18,91.18659576522955
0.5387500000000001,2.9574127717241898e-18,91.25622288925578
0.54,2.9596711787509377e-18,91.32591004857898
0.54125,2.9619315299171254e-18,91.395657197777
0.5425,2.9641938237513868e-18,91.46546429144827
0.5437500000000001,2.9664580587830328e-18,91.53533128421205
0.545,2.968724233542053e-18,91.60525813070855
0.54625,2.9709923465591283e-18,91.67524478559933
0.5475,2.973262396365631e-18,91.74529120356728
0.54875,2.9755343814936396e-18,91.81539733931704
0.55,2.9778083004759382e-18,91.88556314757511
0.55125,2.980084151846028e-18,91.95578858309004
0.5525,2.982361934138133e-18,92.0260736006327
0.55375,2.984641645887207e-18,92.0964181549965
0.555,2.986923285628938e-18,92.16682220099749
0.55625,2.9892068518997578e-18,92.23728569347467
0.5575,2.991492343236848e-18,92.3078085872902
0.55875,2.9937797581781446e-18,92.37839083732948
0.56,2.9960690952623475e-18,92.44903239850149
0.56125,2.9983603530289235e-18,92.5197332257389
0.5625,3.000653530018116e-18,92.59049327399833
0.56375,3.0029486247709487e-18,92.66131249826049
0.5650000000000001,3.005245635829235e-18,92.7321908535304
0.56625,3.0075445617355817e-18,92.80312829483763
0.5675,3.0098454010333936e-18,92.87412477723636
0.56875,3.0121481522668868e-18,92.94518025580578
0.5700000000000001,3.0144528139810864e-18,93.01629468565005
0.57125,3.016759384721837e-18,93.08746802189863
0.5725,3.0190678630358097e-18,93.15870021970647
0.57375,3.021378247470505e-18,93.22999123425413
0.5750000000000001,3.0236905365742624e-18,93.30134102074804
0.57625,3.0260047288962605e-18,93.37274953442054
0.5775,3.0283208229865316e-18,93.44421673053027
0.57875,3.0306388173959588e-18,93.51574256436218
0.58,3.032958710676288e-18,93.58732699122784
0.58125,3.0352805013801305e-18,93.65896996646545
0.5825,3.0376041880609688e-18,93.73067144544018
0.58375,3.0399297692731654e-18,93.8024313835443
0.585,3.0422572435719635e-18,93.8742497361973
0.58625,3.0445866095134973e-18,93.9461264588461
0.5875,3.0469178656547942e-18,94.01806150696524
0.58875,3.0492510105537838e-18,94.09005483605706
0.59,3.0515860427692976e-18,94.16210640165178
0.59125,3.0539229608610825e-18,94.2342161593078
0.5925,3.056261763389798e-18,94.30638406461172
0.59375,3.058602448917028e-18,94.37861007317868
0.595,3.0609450160052825e-18,94.45089414065234
0.5962500000000001,3.0632894632180043e-18,94.5232362227052
0.5975,3.0656357891195733e-18,94.59563627503864
0.59875,3.0679839922753117e-18,94.66809425338313
0.6,3.070334071251493e-18,94.74061011349849
0.6012500000000001,3.0726860246153396e-18,94.81318381117384
0.6025,3.075039850935035e-18,94.88581530222793
0.60375,3.0773955487797254e-18,94.95850454250922
0.605,3.0797531167195246e-18,95.03125148789603
0.6062500000000001,3.082112553325521e-18,95.10405609429677
0.6075,3.0844738571697797e-18,95.17691831764995
0.60875,3.0868370268253526e-18,95.24983811392457
0.61,3.089202060866273e-18,95.32281543911988
0.61125,3.091568957867574e-18,95.39585024926602
0.6125,3.093937716405283e-18,95.46894250042378
0.61375,3.0963083350564296e-18,95.54209214868486
0.615,3.0986808123990514e-18,95.61529915017209
0.61625,3.1010551470121973e-18,95.68856346103952
0.6175,3.1034313374759347e-18,95.76188503747261
0.61875,3.1058093823713473e-18,95.83526383568815
0.62,3.1081892802805503e-18,95.90869981193481
0.62125,3.1105710297866846e-18,95.98219292249289
0.6225,3.1129546294739283e-18,96.05574312367466
0.62375,3.115340077927497e-18,96.12935037182446
0.625,3.11772737373365e-18,96.20301462331881
0.62625,3.1201165154796955e-18,96.27673583456658
0.6275000000000001,3.1225075017539936e-18,96.35051396200915
0.62875,3.124900331145961e-18,96.42434896212042
0.63,3.127295002246074e-18,96.49824079140704
0.63125,3.1296915136458757e-18,96.57218940640861
0.6325000000000001,3.1320898639379774e-18,96.64619476369764
0.63375,3.1344900517160647e-18,96.72025681987976
0.635,3.1368920755749e-18,96.79437553159391
0.63625,3.1392959341103277e-18,96.86855085551238
0.6375000000000001,3.1417016259192785e-18,96.94278274834095
0.63875,3.1441091495997715e-18,97.01707116681902
0.64,3.1465185037509215e-18,97.09141606771979
0.64125,3.148929686972939e-18,97.16581740785027
0.6425,3.151342697867139e-18,97.24027514405154
0.64375,3.153757535035939e-18,97.31478923319872
0.645,3.1561741970828677e-18,97.3893596322012
0.64625,3.1585926826125667e-18,97.46398629800274
0.6475,3.161012990230795e-18,97.53866918758153
0.64875,3.163435118544432e-18,97.6134082579504
0.65,3.1658590661614812e-18,97.68820346615678
0.65125,3.1682848316910766e-18,97.76305476928304
0.6525,3.1707124137434808e-18,97.83796212444639
0.65375,3.1731418109300953e-18,97.91292548879913
0.655,3.1755730218634587e-18,97.98794481952869
0.65625,3.178006045157252e-18,98.06302007385774
0.6575,3.180440879426305e-18,98.13815120904438
0.6587500000000001,3.182877523286595e-18,98.21333818238213
0.66,3.1853159753552525e-18,98.2885809512001
0.66125,3.1877562342505652e-18,98.36387947286312
0.6625,3.1901982985919827e-18,98.43923370477184
0.6637500000000001,3.192642167000116e-18,98.51464360436275
0.665,3.195087838096742e-18,98.59010912910836
0.66625,3.1975353105048105e-18,98.66563023651732
0.6675,3.1999845828484423e-18,98.74120688413443
0.6687500000000001,3.2024356537529382e-18,98.81683902954092
0.67,3.2048885218447734e-18,98.89252663035423
0.67125,3.2073431857516118e-18,98.9682696442285
0.6725,3.2097996441022996e-18,99.04406802885435
0.67375,3.212257895526876e-18,99.11992174195919
0.675,3.214717938656568e-18,99.19583074130712
0.67625,3.2171797721238024e-18,99.27179498469923
0.6775,3.2196433945622028e-18,99.34781442997354
0.67875,3.222108804606593e-18,99.42388903500512
0.68,3.2245760008930055e-18,99.50001875770634
0.68125,3.227044982058676e-18,99.57620355602667
0.6825,3.2295157467420523e-18,99.65244338795303
0.68375,3.231988293582796e-18,99.72873821150972
0.685,3.234462621221785e-18,99.80508798475866
0.68625,3.236938728301115e-18,99.88149266579926
0.6875,3.2394166134641045e-18,99.95795221276873
0.68875,3.2418962753552968e-18,100.03446658384203
0.6900000000000001,3.244377712620462e-18,100.111035737232
0.69125,3.2468609239066e-18,100.18765963118943
0.6925,3.2493459078619445e-18,100.26433822400315
0.69375,3.2518326631359643e-18,100.34107147400015
0.6950000000000001,3.254321188379366e-18,100.41785933954554
0.69625,3.256811482244097e-18,100.4947017790428
0.6975,3.2593035433833472e-18,100.5715987509337
0.69875,3.2617973704515545e-18,100.64855021369854
0.7000000000000001,3.264292962104403e-18,100.72555612585604
0.70125,3.2667903169988287e-18,100.80261644596362
0.7025,3.2692894337930206e-18,100.87973113261728
0.70375,3.2717903111464233e-18,100.95690014445184
0.705,3.274292947719741e-18,101.0341234401409
0.70625,3.276797342174936e-18,101.11140097839696
0.7075,3.2793034931752355e-18,101.18873271797153
0.70875,3.2818113993851313e-18,101.26611861765511
0.71,3.284321059470383e-18,101.34355863627735
0.71125,3.2868324720980206e-18,101.42105273270711
0.7125,3.2893456359363433e-18,101.49860086585238
0.71375,3.2918605496549304e-18,101.57620299466068
0.715,3.2943772119246315e-18,101.6538590781187
0.71625,3.29689562141758e-18,101.73156907525276
0.7175,3.2994157768071868e-18,101.8093329451286
0.71875,3.301937676768148e-18,101.88715064685162
0.72,3.3044613199764436e-18,101.96502213956683
0.7212500000000001,3.3069867051093414e-18,102.04294738245898
0.7225,3.3095138308453994e-18,102.12092633475261
0.72375,3.3120426958644632e-18,102.19895895571204
0.725,3.3145732988476782e-18,102.27704520464167
0.7262500000000001,3.317105638477478e-18,102.35518504088562
0.7275,3.3196397134375992e-18,102.43337842382826
0.72875,3.322175522413075e-18,102.51162531289397
0.73,3.32471306409024e-18,102.58992566754725
0.7312500000000001,3.327252337156732e-18,102.66827944729283
0.7325,3.3297933403014925e-18,102.7466866116757
0.73375,3.332336072214773e-18,102.82514712028122
0.735,3.3348805315881286e-18,102.90366093273501
0.73625,3.33742671711443e-18,102.98222800870327
0.7375,3.339974627487856e-18,103.06084830789257
0.73875,3.3425242614039014e-18,103.13952179005008
0.74,3.345075617559376e-18,103.21824841496357
0.74125,3.3476286946524057e-18,103.29702814246137
0.7425,3.3501834913824377e-18,103.37586093241265
0.74375,3.3527400064502368e-18,103.45474674472717
0.745,3.3552982385578933e-18,103.53368553935564
0.74625,3.357858186408818e-18,103.6126772762895
0.7475,3.3604198487077506e-18,103.69172191556117
0.74875,3.3629832241607546e-18,103.77081941724397
0.75,3.3655483114752234e-18,103.84996974145221
0.75125,3.36811510935988e-18,103.92917284834125
0.7525000000000001,3.37068361652478e-18,104.00842869810758
0.75375,3.3732538316813115e-18,104.08773725098877
0.755,3.3758257535421945e-18,104.16709846726351
0.75625,3.3783993808214897e-18,104.24651230725186
0.7575000000000001,3.380974712234591e-18,104.32597873131503
0.75875,3.3835517464982325e-18,104.40549769985557
0.76,3.3861304823304885e-18,104.48506917331738
0.76125,3.3887109184507743e-18,104.56469311218575
0.7625000000000001,3.3912930535798485e-18,104.6443694769874
0.76375,3.3938768864398117e-18,104.72409822829049
0.765,3.396462415754113e-18,104.80387932670477
0.76625,3.3990496402475442e-18,104.88371273288143
0.7675000000000001,3.4016385586462494e-18,104.96359840751339
0.76875,3.404229169677717e-18,105.04353631133502
0.77,3.406821472070789e-18,105.1235264051225
0.77125,3.409415464555657e-18,105.20356864969365
0.7725,3.4120111458638666e-18,105.28366300590804
0.77375,3.414608514728316e-18,105.36380943466699
0.775,3.4172075698832563e-18,105.44400789691358
0.77625,3.419808310064299e-18,105.52425835363286
0.7775,3.4224107340084087e-18,105.60456076585162
0.77875,3.425014840453911e-18,105.68491509463865
0.78,3.4276206281404868e-18,105.76532130110458
0.78125,3.430228095809181e-18,105.84577934640211
0.7825,3.4328372422023964e-18,105.92628919172584
0.7837500000000001,3.435448066063901e-18,106.00685079831253
0.785,3.438060566138823e-18,106.08746412744084
0.78625,3.4406747411736558e-18,106.16812914043162
0.7875,3.443290589916258e-18,106.24884579864782
0.7887500000000001,3.445908111115853e-18,106.3296140634945
0.79,3.448527303523032e-18,106.41043389641895
0.79125,3.4511481658897533e-18,106.49130525891061
0.7925,3.4537706969693434e-18,106.57222811250116
0.7937500000000001,3.4563948955164987e-18,106.65320241876456
0.795,3.4590207602872837e-18,106.73422813931695
0.79625,3.4616482900391376e-18,106.81530523581692
0.7975,3.464277483530866e-18,106.89643366996522
0.7987500000000001,3.466908339522653e-18,106.9776134035051
0.8,3.46954085677605e-18,107.05884439822208
0.80125,3.4721750340539865e-18,107.1401266159441
0.8025,3.474810870120764e-18,107.2214600185415
0.80375,3.477448363742061e-18,107.30284456792715
0.805,3.4800875136849306e-18,107.38428022605622
0.80625,3.482728318717803e-18,107.46576695492647
0.8075,3.485370777610487e-18,107.54730471657813
0.80875,3.488014889134166e-18,107.62889347309392
0.81,3.490660652061405e-18,107.71053318659916
0.81125,3.4933080651661474e-18,107.79222381926165
0.8125,3.495957127223715e-18,107.8739653332918
0.81375,3.49860783701081e-18,107.95575769094259
0.8150000000000001,3.5012601933055156e-18,108.0376008545096
0.81625,3.5039141948872974e-18,108.11949478633106
0.8175,3.506569840537002e-18,108.20143944878785
0.81875,3.509227129036857e-18,108.28343480430343
0.8200000000000001,3.511886059170473e-18,108.36548081534394
0.82125,3.514546629722846e-18,108.44757744441827
0.8225,3.5172088394803546e-18,108.52972465407798
0.82375,3.5198726872307575e-18,108.61192240691723
0.8250000000000001,3.522538171763205e-18,108.69417066557308
0.82625,3.525205291868226e-18,108.77646939272516
0.8275,3.527874046337738e-18,108.85881855109595
0.82875,3.530544433965043e-18,108.94121810345061
0.8300000000000001,3.533216453544828e-18,109.0236680125971
0.83125,3.535890103873168e-18,109.10616824138616
0.8325,3.538565383747524e-18,109.18871875271131
0.83375,3.541242291966744e-18,109.27131950950887
0.835,3.543920827331061e-18,109.35397047475793
0.83625,3.5466009886421e-18,109.43667161148046
0.8375,3.549282774702867e-18,109.51942288274111
0.83875,3.551966184317763e-18,109.60222425164754
0.84,3.5546512162925724e-18,109.68507568135011
0.84125,3.557337869434471e-18,109.7679771350421
0.8425,3.56002614255202e-18,109.85092857595957
0.84375,3.562716034455171e-18,109.93392996738147
