m_GeV,fa_GeV,Gamma_GeV,tau_s,BR_gg,BR_aa,g_agg_GeV^-1,g_agamma_GeV^-1
2.928644564625237e-11,42169650342858.23,2.573553623548924e-61,2.5575995420384026e+36,0.9999354803146007,6.45196853992376e-05,1.6046212158458186e-14,3.6456725208755293e-16
2.928644564625237e-11,56234132519034.91,1.4472155551149277e-61,4.5481266047318663e+36,0.9999354803146008,6.451968539923758e-05,1.2032961579347844e-14,2.7338687125270166e-16
2.928644564625237e-11,74989420933245.58,8.13829113099415e-62,8.087839895444913e+36,0.9999354803146008,6.451968539923755e-05,9.02344820947287e-15,2.0501123165991858e-16
2.928644564625237e-11,100000000000000.0,4.576497419388114e-62,1.4382439157761046e+37,0.9999354803146009,6.451968539923757e-05,6.766631560495022e-15,1.5373673546988757e-16
2.928644564625237e-11,133352143216332.4,2.5735536235489252e-62,2.5575995420384015e+37,0.9999354803146008,6.451968539923755e-05,5.074257823901456e-15,1.1528628769054425e-16
2.928644564625237e-11,177827941003892.28,1.4472155551149275e-62,4.5481266047318675e+37,0.9999354803146008,6.451968539923757e-05,3.805156558803611e-15,8.645251955457473e-17
2.928644564625237e-11,237137370566165.53,8.138291130994148e-63,8.087839895444916e+37,0.9999354803146008,6.451968539923758e-05,2.8534648690502418e-15,6.48302437961765e-17
2.928644564625237e-11,316227766016837.94,4.5764974193881143e-63,1.4382439157761047e+38,0.9999354803146008,6.451968539923758e-05,2.1397967818343706e-15,4.861582441236412e-17
2.928644564625237e-11,421696503428582.25,2.573553623548925e-63,2.5575995420384016e+38,0.9999354803146008,6.451968539923759e-05,1.6046212158458188e-15,3.6456725208755297e-17
2.928644564625237e-11,562341325190349.06,1.4472155551149275e-63,4.5481266047318675e+38,0.9999354803146008,6.451968539923757e-05,1.2032961579347844e-15,2.7338687125270162e-17
2.928644564625237e-11,749894209332455.9,8.138291130994149e-64,8.087839895444915e+38,0.9999354803146008,6.451968539923755e-05,9.02344820947287e-16,2.0501123165991855e-17
2.928644564625237e-11,1000000000000000.0,4.576497419388116e-64,1.4382439157761042e+39,0.9999354803146008,6.451968539923755e-05,6.766631560495023e-16,1.537367354698876e-17
2.928644564625237e-11,1333521432163324.0,2.573553623548925e-64,2.5575995420384015e+39,0.9999354803146007,6.451968539923757e-05,5.074257823901456e-16,1.1528628769054427e-17
2.928644564625237e-11,1778279410038922.8,1.4472155551149275e-64,4.548126604731867e+39,0.9999354803146008,6.451968539923759e-05,3.805156558803611e-16,8.645251955457474e-18
2.928644564625237e-11,2371373705661655.5,8.138291130994149e-65,8.087839895444915e+39,0.9999354803146008,6.451968539923758e-05,2.853464869050242e-16,6.483024379617649e-18
2.928644564625237e-11,3162277660168379.5,4.576497419388114e-65,1.438243915776105e+40,0.9999354803146008,6.451968539923758e-05,2.1397967818343705e-16,4.861582441236412e-18
2.928644564625237e-11,4216965034285822.5,2.5735536235489244e-65,2.557599542038402e+40,0.9999354803146008,6.451968539923757e-05,1.6046212158458188e-16,3.645672520875529e-18
2.928644564625237e-11,5623413251903491.0,1.447215555114927e-65,4.548126604731868e+40,0.9999354803146008,6.451968539923758e-05,1.2032961579347842e-16,2.7338687125270162e-18
2.928644564625237e-11,7498942093324558.0,8.13829113099415e-66,8.087839895444913e+40,0.9999354803146008,6.451968539923758e-05,9.023448209472871e-17,2.050112316599186e-18
2.928644564625237e-11,1e+16,4.576497419388113e-66,1.438243915776105e+41,0.9999354803146008,6.451968539923759e-05,6.766631560495021e-17,1.5373673546988758e-18
4.4668359215096346e-11,100000000.0,1.6238025601918119e-49,4.053522103218316e+24,0.9999354803146008,6.451968539923754e-05,6.766631560495023e-09,1.5373673546988758e-10
4.4668359215096346e-11,133352143.2163324,9.131312835457445e-50,7.208294894290805e+24,0.9999354803146009,6.451968539923759e-05,5.074257823901456e-09,1.1528628769054426e-10
4.4668359215096346e-11,177827941.00389227,5.134914560618786e-50,1.2818362392006026e+25,0.9999354803146008,6.451968539923755e-05,3.805156558803611e-09,8.645251955457472e-11
4.4668359215096346e-11,237137370.56616554,2.887574658757588e-50,2.2794629912121584e+25,0.9999354803146007,6.451968539923754e-05,2.853464869050242e-09,6.483024379617649e-11
4.4668359215096346e-11,316227766.01683795,1.623802560191811e-50,4.053522103218318e+25,0.9999354803146008,6.451968539923758e-05,2.1397967818343703e-09,4.8615824412364117e-11
4.4668359215096346e-11,421696503.42858225,9.131312835457446e-51,7.208294894290804e+25,0.9999354803146008,6.451968539923758e-05,1.6046212158458188e-09,3.645672520875529e-11
4.4668359215096346e-11,562341325.1903491,5.134914560618786e-51,1.2818362392006027e+26,0.9999354803146008,6.451968539923757e-05,1.2032961579347844e-09,2.7338687125270162e-11
4.4668359215096346e-11,749894209.3324559,2.887574658757587e-51,2.2794629912121592e+26,0.9999354803146008,6.451968539923755e-05,9.02344820947287e-10,2.0501123165991858e-11
4.4668359215096346e-11,1000000000.0,1.6238025601918118e-51,4.0535221032183165e+26,0.9999354803146008,6.451968539923754e-05,6.766631560495023e-10,1.5373673546988756e-11
4.4668359215096346e-11,1333521432.163324,9.131312835457446e-52,7.208294894290804e+26,0.9999354803146009,6.451968539923759e-05,5.074257823901456e-10,1.1528628769054427e-11
4.4668359215096346e-11,1778279410.0389228,5.134914560618783e-52,1.2818362392006032e+27,0.9999354803146008,6.451968539923759e-05,3.80515655880361e-10,8.645251955457472e-12
4.4668359215096346e-11,2371373705.6616554,2.8875746587575872e-52,2.2794629912121593e+27,0.9999354803146007,6.451968539923754e-05,2.853464869050242e-10,6.483024379617649e-12
4.4668359215096346e-11,3162277660.1683793,1.6238025601918119e-52,4.053522103218316e+27,0.9999354803146008,6.451968539923757e-05,2.139796781834371e-10,4.861582441236412e-12
4.4668359215096346e-11,4216965034.2858224,9.131312835457447e-53,7.208294894290804e+27,0.9999354803146009,6.451968539923757e-05,1.604621215845819e-10,3.645672520875529e-12
4.4668359215096346e-11,5623413251.903491,5.134914560618786e-53,1.2818362392006026e+28,0.9999354803146007,6.451968539923757e-05,1.2032961579347843e-10,2.7338687125270163e-12
4.4668359215096346e-11,7498942093.324558,2.887574658757586e-53,2.27946299121216e+28,0.9999354803146009,6.451968539923758e-05,9.02344820947287e-11,2.0501123165991858e-12
4.4668359215096346e-11,10000000000.0,1.6238025601918118e-53,4.053522103218316e+28,0.9999354803146008,6.451968539923757e-05,6.766631560495023e-11,1.5373673546988758e-12
4.4668359215096346e-11,13335214321.63324,9.131312835457449e-54,7.208294894290802e+28,0.9999354803146008,6.451968539923757e-05,5.074257823901457e-11,1.1528628769054427e-12
4.4668359215096346e-11,17782794100.38923,5.134914560618784e-54,1.2818362392006032e+29,0.9999354803146008,6.451968539923759e-05,3.80515655880361e-11,8.645251955457473e-13
4.4668359215096346e-11,23713737056.616554,2.887574658757587e-54,2.2794629912121595e+29,0.9999354803146007,6.451968539923758e-05,2.8534648690502418e-11,6.48302437961765e-13
4.4668359215096346e-11,31622776601.683792,1.6238025601918119e-54,4.053522103218316e+29,0.9999354803146007,6.451968539923755e-05,2.139796781834371e-11,4.861582441236412e-13
4.4668359215096346e-11,42169650342.85822,9.131312835457446e-55,7.208294894290804e+29,0.9999354803146007,6.45196853992376e-05,1.6046212158458188e-11,3.6456725208755295e-13
4.4668359215096346e-11,56234132519.034904,5.134914560618786e-55,1.2818362392006027e+30,0.9999354803146007,6.451968539923757e-05,1.2032961579347844e-11,2.7338687125270166e-13
4.4668359215096346e-11,74989420933.24559,2.8875746587575866e-55,2.2794629912121598e+30,0.9999354803146007,6.451968539923755e-05,9.02344820947287e-12,2.0501123165991856e-13
4.4668359215096346e-11,100000000000.0,1.6238025601918116e-55,4.053522103218317e+30,0.9999354803146008,6.451968539923757e-05,6.766631560495022e-12,1.5373673546988758e-13
4.4668359215096346e-11,133352143216.3324,9.13131283545745e-56,7.208294894290801e+30,0.9999354803146007,6.451968539923757e-05,5.074257823901456e-12,1.1528628769054427e-13
4.4668359215096346e-11,177827941003.89227,5.134914560618785e-56,1.281836239200603e+31,0.9999354803146009,6.451968539923758e-05,3.8051565588036105e-12,8.645251955457473e-14
4.4668359215096346e-11,237137370566.16553,2.887574658757587e-56,2.279462991212159e+31,0.9999354803146008,6.451968539923755e-05,2.853464869050242e-12,6.483024379617649e-14
4.4668359215096346e-11,316227766016.83795,1.623802560191811e-56,4.053522103218318e+31,0.9999354803146007,6.451968539923759e-05,2.1397967818343706e-12,4.861582441236412e-14
4.4668359215096346e-11,421696503428.5823,9.131312835457448e-57,7.208294894290803e+31,0.9999354803146008,6.451968539923758e-05,1.604621215845819e-12,3.6456725208755295e-14
4.4668359215096346e-11,562341325190.3491,5.134914560618782e-57,1.2818362392006036e+32,0.9999354803146009,6.45196853992376e-05,1.203296157934784e-12,2.7338687125270162e-14
4.4668359215096346e-11,749894209332.4558,2.8875746587575874e-57,2.2794629912121592e+32,0.9999354803146007,6.451968539923757e-05,9.023448209472871e-13,2.050112316599186e-14
4.4668359215096346e-11,1000000000000.0,1.6238025601918118e-57,4.053522103218316e+32,0.9999354803146008,6.451968539923757e-05,6.766631560495023e-13,1.5373673546988758e-14
4.4668359215096346e-11,1333521432163.324,9.131312835457449e-58,7.208294894290801e+32,0.9999354803146008,6.451968539923757e-05,5.074257823901457e-13,1.1528628769054427e-14
4.4668359215096346e-11,1778279410038.9229,5.134914560618786e-58,1.2818362392006027e+33,0.9999354803146007,6.451968539923757e-05,3.8051565588036103e-13,8.645251955457473e-15
4.4668359215096346e-11,2371373705661.6553,2.8875746587575874e-58,2.279462991212159e+33,0.9999354803146008,6.451968539923755e-05,2.853464869050242e-13,6.4830243796176496e-15
4.4668359215096346e-11,3162277660168.3794,1.6238025601918116e-58,4.0535221032183166e+33,0.9999354803146008,6.451968539923755e-05,2.1397967818343708e-13,4.861582441236412e-15
4.4668359215096346e-11,4216965034285.8223,9.131312835457448e-59,7.208294894290802e+33,0.9999354803146007,6.451968539923759e-05,1.604621215845819e-13,3.64567252087553e-15
4.4668359215096346e-11,5623413251903.491,5.134914560618785e-59,1.2818362392006028e+34,0.9999354803146008,6.451968539923755e-05,1.2032961579347843e-13,2.733868712527016e-15
4.4668359215096346e-11,7498942093324.559,2.8875746587575858e-59,2.2794629912121603e+34,0.9999354803146008,6.451968539923758e-05,9.023448209472869e-14,2.0501123165991856e-15
4.4668359215096346e-11,10000000000000.0,1.6238025601918116e-59,4.0535221032183166e+34,0.9999354803146008,6.451968539923757e-05,6.766631560495022e-14,1.537367354698876e-15
4.4668359215096346e-11,13335214321633.24,9.131312835457449e-60,7.208294894290802e+34,0.9999354803146008,6.451968539923757e-05,5.0742578239014564e-14,1.1528628769054427e-15
4.4668359215096346e-11,17782794100389.227,5.134914560618785e-60,1.2818362392006027e+35,0.9999354803146008,6.451968539923758e-05,3.8051565588036106e-14,8.645251955457473e-16
4.4668359215096346e-11,23713737056616.55,2.8875746587575874e-60,2.279462991212159e+35,0.9999354803146007,6.451968539923759e-05,2.853464869050242e-14,6.48302437961765e-16
4.4668359215096346e-11,31622776601683.793,1.6238025601918115e-60,4.053522103218317e+35,0.9999354803146007,6.451968539923757e-05,2.139796781834371e-14,4.861582441236412e-16
4.4668359215096346e-11,42169650342858.23,9.131312835457443e-61,7.208294894290807e+35,0.9999354803146008,6.451968539923759e-05,1.6046212158458186e-14,3.6456725208755293e-16
4.4668359215096346e-11,56234132519034.91,5.1349145606187864e-61,1.2818362392006025e+36,0.9999354803146008,6.451968539923758e-05,1.2032961579347844e-14,2.7338687125270166e-16
4.4668359215096346e-11,74989420933245.58,2.8875746587575872e-61,2.2794629912121592e+36,0.9999354803146008,6.451968539923757e-05,9.02344820947287e-15,2.0501123165991858e-16
4.4668359215096346e-11,100000000000000.0,1.6238025601918113e-61,4.053522103218317e+36,0.9999354803146007,6.451968539923757e-05,6.766631560495022e-15,1.5373673546988757e-16
4.4668359215096346e-11,133352143216332.4,9.131312835457448e-62,7.208294894290803e+36,0.9999354803146008,6.451968539923755e-05,5.074257823901456e-15,1.1528628769054425e-16
4.4668359215096346e-11,177827941003892.28,5.1349145606187856e-62,1.2818362392006027e+37,0.9999354803146008,6.451968539923757e-05,3.805156558803611e-15,8.645251955457473e-17
4.4668359215096346e-11,237137370566165.53,2.8875746587575863e-62,2.27946299121216e+37,0.9999354803146008,6.451968539923758e-05,2.8534648690502418e-15,6.48302437961765e-17
4.4668359215096346e-11,316227766016837.94,1.623802560191811e-62,4.0535221032183183e+37,0.9999354803146008,6.451968539923759e-05,2.1397967818343706e-15,4.861582441236412e-17
4.4668359215096346e-11,421696503428582.25,9.131312835457446e-63,7.208294894290805e+37,0.9999354803146008,6.451968539923759e-05,1.6046212158458188e-15,3.6456725208755297e-17
4.4668359215096346e-11,562341325190349.06,5.134914560618786e-63,1.2818362392006026e+38,0.9999354803146008,6.451968539923757e-05,1.2032961579347844e-15,2.7338687125270162e-17
4.4668359215096346e-11,749894209332455.9,2.887574658757587e-63,2.2794629912121592e+38,0.9999354803146008,6.451968539923754e-05,9.02344820947287e-16,2.0501123165991855e-17
4.4668359215096346e-11,1000000000000000.0,1.623802560191812e-63,4.053522103218315e+38,0.9999354803146007,6.451968539923755e-05,6.766631560495023e-16,1.537367354698876e-17
4.4668359215096346e-11,1333521432163324.0,9.131312835457446e-64,7.208294894290804e+38,0.9999354803146007,6.451968539923759e-05,5.074257823901456e-16,1.1528628769054427e-17
4.4668359215096346e-11,1778279410038922.8,5.134914560618786e-64,1.2818362392006026e+39,0.9999354803146008,6.451968539923758e-05,3.805156558803611e-16,8.645251955457474e-18
4.4668359215096346e-11,2371373705661655.5,2.8875746587575866e-64,2.2794629912121597e+39,0.9999354803146008,6.451968539923758e-05,2.853464869050242e-16,6.483024379617649e-18
4.4668359215096346e-11,3162277660168379.5,1.623802560191811e-64,4.053522103218318e+39,0.9999354803146008,6.451968539923758e-05,2.1397967818343705e-16,4.861582441236412e-18
4.4668359215096346e-11,4216965034285822.5,9.131312835457445e-65,7.208294894290805e+39,0.9999354803146008,6.451968539923758e-05,1.6046212158458188e-16,3.645672520875529e-18
4.4668359215096346e-11,5623413251903491.0,5.134914560618784e-65,1.2818362392006031e+40,0.9999354803146007,6.451968539923758e-05,1.2032961579347842e-16,2.7338687125270162e-18
4.4668359215096346e-11,7498942093324558.0,2.887574658757587e-65,2.2794629912121595e+40,0.9999354803146008,6.451968539923758e-05,9.023448209472871e-17,2.050112316599186e-18
4.4668359215096346e-11,1e+16,1.6238025601918107e-65,4.0535221032183193e+40,0.9999354803146008,6.451968539923759e-05,6.766631560495021e-17,1.5373673546988758e-18
6.812920690579622e-11,100000000.0,5.761468898278146e-49,1.1424377507213674e+24,0.9999354803146008,6.451968539923754e-05,6.766631560495023e-09,1.5373673546988758e-10
6.812920690579622e-11,133352143.2163324,3.2399120553007112e-49,2.0315735293589884e+24,0.9999354803146008,6.451968539923758e-05,5.074257823901456e-09,1.1528628769054426e-10
6.812920690579622e-11,177827941.00389227,1.82193643867799e-49,3.6127053772391927e+24,0.9999354803146007,6.451968539923755e-05,3.805156558803611e-09,8.645251955457472e-11
6.812920690579622e-11,237137370.56616554,1.0245501513387663e-49,6.424399586881355e+24,0.9999354803146008,6.451968539923755e-05,2.853464869050242e-09,6.483024379617649e-11
6.812920690579622e-11,316227766.01683795,5.761468898278142e-50,1.1424377507213681e+25,0.9999354803146008,6.451968539923758e-05,2.1397967818343703e-09,4.8615824412364117e-11
6.812920690579622e-11,421696503.42858225,3.239912055300712e-50,2.031573529358988e+25,0.9999354803146008,6.451968539923757e-05,1.6046212158458188e-09,3.645672520875529e-11
6.812920690579622e-11,562341325.1903491,1.8219364386779899e-50,3.612705377239193e+25,0.9999354803146008,6.451968539923757e-05,1.2032961579347844e-09,2.7338687125270162e-11
6.812920690579622e-11,749894209.3324559,1.0245501513387659e-50,6.424399586881357e+25,0.9999354803146008,6.451968539923757e-05,9.02344820947287e-10,2.0501123165991858e-11
6.812920690579622e-11,1000000000.0,5.761468898278145e-51,1.1424377507213674e+26,0.9999354803146008,6.451968539923754e-05,6.766631560495023e-10,1.5373673546988756e-11
6.812920690579622e-11,1333521432.163324,3.2399120553007116e-51,2.031573529358988e+26,0.9999354803146008,6.451968539923758e-05,5.074257823901456e-10,1.1528628769054427e-11
6.812920690579622e-11,1778279410.0389228,1.8219364386779892e-51,3.612705377239195e+26,0.9999354803146008,6.451968539923759e-05,3.80515655880361e-10,8.645251955457472e-12
6.812920690579622e-11,2371373705.6616554,1.0245501513387659e-51,6.424399586881358e+26,0.9999354803146008,6.451968539923757e-05,2.853464869050242e-10,6.483024379617649e-12
6.812920690579622e-11,3162277660.1683793,5.7614688982781456e-52,1.1424377507213674e+27,0.9999354803146008,6.451968539923757e-05,2.139796781834371e-10,4.861582441236412e-12
6.812920690579622e-11,4216965034.2858224,3.2399120553007116e-52,2.031573529358988e+27,0.9999354803146008,6.451968539923757e-05,1.604621215845819e-10,3.645672520875529e-12
6.812920690579622e-11,5623413251.903491,1.82193643867799e-52,3.612705377239193e+27,0.9999354803146009,6.451968539923757e-05,1.2032961579347843e-10,2.7338687125270163e-12
6.812920690579622e-11,7498942093.324558,1.0245501513387659e-52,6.424399586881357e+27,0.9999354803146008,6.451968539923758e-05,9.02344820947287e-11,2.0501123165991858e-12
6.812920690579622e-11,10000000000.0,5.761468898278145e-53,1.1424377507213674e+28,0.9999354803146007,6.451968539923757e-05,6.766631560495023e-11,1.5373673546988758e-12
6.812920690579622e-11,13335214321.63324,3.239912055300712e-53,2.031573529358988e+28,0.9999354803146008,6.451968539923758e-05,5.074257823901457e-11,1.1528628769054427e-12
6.812920690579622e-11,17782794100.38923,1.8219364386779897e-53,3.6127053772391934e+28,0.9999354803146007,6.451968539923759e-05,3.80515655880361e-11,8.645251955457473e-13
6.812920690579622e-11,23713737056.616554,1.0245501513387658e-53,6.424399586881358e+28,0.9999354803146008,6.451968539923759e-05,2.8534648690502418e-11,6.48302437961765e-13
6.812920690579622e-11,31622776601.683792,5.761468898278146e-54,1.1424377507213674e+29,0.9999354803146007,6.451968539923755e-05,2.139796781834371e-11,4.861582441236412e-13
6.812920690579622e-11,42169650342.85822,3.2399120553007114e-54,2.0315735293589883e+29,0.9999354803146009,6.451968539923759e-05,1.6046212158458188e-11,3.6456725208755295e-13
6.812920690579622e-11,56234132519.034904,1.82193643867799e-54,3.612705377239193e+29,0.9999354803146009,6.451968539923758e-05,1.2032961579347844e-11,2.7338687125270166e-13
6.812920690579622e-11,74989420933.24559,1.024550151338766e-54,6.424399586881357e+29,0.9999354803146008,6.451968539923755e-05,9.02344820947287e-12,2.0501123165991856e-13
6.812920690579622e-11,100000000000.0,5.761468898278144e-55,1.1424377507213677e+30,0.9999354803146008,6.451968539923758e-05,6.766631560495022e-12,1.5373673546988758e-13
6.812920690579622e-11,133352143216.3324,3.239912055300712e-55,2.0315735293589878e+30,0.9999354803146008,6.451968539923758e-05,5.074257823901456e-12,1.1528628769054427e-13
6.812920690579622e-11,177827941003.89227,1.82193643867799e-55,3.612705377239193e+30,0.9999354803146008,6.451968539923757e-05,3.8051565588036105e-12,8.645251955457473e-14
6.812920690579622e-11,237137370566.16553,1.024550151338766e-55,6.424399586881357e+30,0.9999354803146008,6.451968539923757e-05,2.853464869050242e-12,6.483024379617649e-14
6.812920690579622e-11,316227766016.83795,5.7614688982781435e-56,1.142437750721368e+31,0.9999354803146007,6.451968539923757e-05,2.1397967818343706e-12,4.861582441236412e-14
6.812920690579622e-11,421696503428.5823,3.239912055300712e-56,2.0315735293589876e+31,0.9999354803146008,6.451968539923757e-05,1.604621215845819e-12,3.6456725208755295e-14
6.812920690579622e-11,562341325190.3491,1.821936438677989e-56,3.612705377239195e+31,0.9999354803146008,6.45196853992376e-05,1.203296157934784e-12,2.7338687125270162e-14
6.812920690579622e-11,749894209332.4558,1.0245501513387664e-56,6.424399586881354e+31,0.9999354803146007,6.451968539923757e-05,9.023448209472871e-13,2.050112316599186e-14
6.812920690579622e-11,1000000000000.0,5.761468898278146e-57,1.1424377507213673e+32,0.9999354803146008,6.451968539923755e-05,6.766631560495023e-13,1.5373673546988758e-14
6.812920690579622e-11,1333521432163.324,3.2399120553007123e-57,2.0315735293589877e+32,0.9999354803146008,6.451968539923757e-05,5.074257823901457e-13,1.1528628769054427e-14
6.812920690579622e-11,1778279410038.9229,1.8219364386779897e-57,3.612705377239194e+32,0.9999354803146008,6.451968539923758e-05,3.8051565588036103e-13,8.645251955457473e-15
6.812920690579622e-11,2371373705661.6553,1.0245501513387662e-57,6.4243995868813556e+32,0.9999354803146008,6.451968539923758e-05,2.853464869050242e-13,6.4830243796176496e-15
6.812920690579622e-11,3162277660168.3794,5.761468898278144e-58,1.1424377507213678e+33,0.9999354803146008,6.451968539923757e-05,2.1397967818343708e-13,4.861582441236412e-15
6.812920690579622e-11,4216965034285.8223,3.239912055300712e-58,2.031573529358988e+33,0.9999354803146009,6.451968539923759e-05,1.604621215845819e-13,3.64567252087553e-15
6.812920690579622e-11,5623413251903.491,1.8219364386779903e-58,3.6127053772391924e+33,0.9999354803146007,6.451968539923754e-05,1.2032961579347843e-13,2.733868712527016e-15
6.812920690579622e-11,7498942093324.559,1.024550151338766e-58,6.424399586881356e+33,0.9999354803146007,6.451968539923755e-05,9.023448209472869e-14,2.0501123165991856e-15
6.812920690579622e-11,10000000000000.0,5.761468898278145e-59,1.1424377507213675e+34,0.9999354803146007,6.451968539923758e-05,6.766631560495022e-14,1.537367354698876e-15
6.812920690579622e-11,13335214321633.24,3.2399120553007117e-59,2.031573529358988e+34,0.9999354803146008,6.451968539923758e-05,5.0742578239014564e-14,1.1528628769054427e-15
6.812920690579622e-11,17782794100389.227,1.8219364386779898e-59,3.6127053772391936e+34,0.9999354803146008,6.451968539923759e-05,3.8051565588036106e-14,8.645251955457473e-16
6.812920690579622e-11,23713737056616.55,1.0245501513387662e-59,6.424399586881356e+34,0.9999354803146007,6.451968539923758e-05,2.853464869050242e-14,6.48302437961765e-16
6.812920690579622e-11,31622776601683.793,5.761468898278145e-60,1.1424377507213677e+35,0.9999354803146008,6.451968539923758e-05,2.139796781834371e-14,4.861582441236412e-16
6.812920690579622e-11,42169650342858.23,3.23991205530071e-60,2.031573529358989e+35,0.9999354803146007,6.45196853992376e-05,1.6046212158458186e-14,3.6456725208755293e-16
6.812920690579622e-11,56234132519034.91,1.8219364386779902e-60,3.612705377239193e+35,0.9999354803146008,6.451968539923759e-05,1.2032961579347844e-14,2.7338687125270166e-16
6.812920690579622e-11,74989420933245.58,1.0245501513387662e-60,6.424399586881356e+35,0.9999354803146008,6.451968539923757e-05,9.02344820947287e-15,2.0501123165991858e-16
6.812920690579622e-11,100000000000000.0,5.761468898278143e-61,1.142437750721368e+36,0.9999354803146008,6.451968539923757e-05,6.766631560495022e-15,1.5373673546988757e-16
6.812920690579622e-11,133352143216332.4,3.239912055300712e-61,2.0315735293589877e+36,0.9999354803146009,6.451968539923755e-05,5.074257823901456e-15,1.1528628769054425e-16
6.812920690579622e-11,177827941003892.28,1.82193643867799e-61,3.612705377239193e+36,0.9999354803146008,6.451968539923757e-05,3.805156558803611e-15,8.645251955457473e-17
6.812920690579622e-11,237137370566165.53,1.024550151338766e-61,6.424399586881357e+36,0.9999354803146007,6.451968539923759e-05,2.8534648690502418e-15,6.48302437961765e-17
6.812920690579622e-11,316227766016837.94,5.7614688982781425e-62,1.142437750721368e+37,0.9999354803146008,6.451968539923759e-05,2.1397967818343706e-15,4.861582441236412e-17
6.812920690579622e-11,421696503428582.25,3.239912055300712e-62,2.031573529358988e+37,0.9999354803146007,6.451968539923759e-05,1.6046212158458188e-15,3.6456725208755297e-17
6.812920690579622e-11,562341325190349.06,1.8219364386779904e-62,3.6127053772391923e+37,0.9999354803146007,6.451968539923755e-05,1.2032961579347844e-15,2.7338687125270162e-17
6.812920690579622e-11,749894209332455.9,1.024550151338766e-62,6.424399586881356e+37,0.9999354803146008,6.451968539923755e-05,9.02344820947287e-16,2.0501123165991855e-17
6.812920690579622e-11,1000000000000000.0,5.761468898278146e-63,1.1424377507213673e+38,0.9999354803146007,6.451968539923757e-05,6.766631560495023e-16,1.537367354698876e-17
6.812920690579622e-11,1333521432163324.0,3.2399120553007114e-63,2.031573529358988e+38,0.9999354803146007,6.451968539923758e-05,5.074257823901456e-16,1.1528628769054427e-17
6.812920690579622e-11,1778279410038922.8,1.8219364386779902e-63,3.612705377239193e+38,0.9999354803146008,6.451968539923759e-05,3.805156558803611e-16,8.645251955457474e-18
6.812920690579622e-11,2371373705661655.5,1.024550151338766e-63,6.424399586881357e+38,0.9999354803146008,6.451968539923758e-05,2.853464869050242e-16,6.483024379617649e-18
6.812920690579622e-11,3162277660168379.5,5.761468898278143e-64,1.142437750721368e+39,0.9999354803146008,6.451968539923758e-05,2.1397967818343705e-16,4.861582441236412e-18
6.812920690579622e-11,4216965034285822.5,3.239912055300711e-64,2.0315735293589882e+39,0.9999354803146008,6.451968539923757e-05,1.6046212158458188e-16,3.645672520875529e-18
6.812920690579622e-11,5623413251903491.0,1.8219364386779896e-64,3.6127053772391935e+39,0.9999354803146008,6.451968539923758e-05,1.2032961579347842e-16,2.7338687125270162e-18
6.812920690579622e-11,7498942093324558.0,1.0245501513387661e-64,6.424399586881356e+39,0.9999354803146008,6.451968539923757e-05,9.023448209472871e-17,2.050112316599186e-18
6.812920690579622e-11,1e+16,5.761468898278142e-65,1.142437750721368e+40,0.9999354803146008,6.451968539923758e-05,6.766631560495021e-17,1.5373673546988758e-18
1.039122303835167e-10,100000000.0,2.044246306761882e-48,3.2198270566652895e+23,0.9999354803146008,6.451968539923755e-05,6.766631560495023e-09,1.5373673546988758e-10
1.039122303835167e-10,133352143.2163324,1.149564177159953e-48,5.7257521587541155e+23,0.9999354803146008,6.451968539923758e-05,5.074257823901456e-09,1.1528628769054426e-10
1.039122303835167e-10,177827941.00389227,6.4644744277548136e-49,1.0181987170898354e+24,0.9999354803146008,6.451968539923755e-05,3.805156558803611e-09,8.645251955457472e-11
1.039122303835167e-10,237137370.56616554,3.635241116362766e-49,1.8106418139289004e+24,0.9999354803146007,6.451968539923755e-05,2.853464869050242e-09,6.483024379617649e-11
1.039122303835167e-10,316227766.01683795,2.0442463067618806e-49,3.219827056665292e+24,0.9999354803146008,6.451968539923758e-05,2.1397967818343703e-09,4.8615824412364117e-11
1.039122303835167e-10,421696503.42858225,1.149564177159953e-49,5.725752158754116e+24,0.9999354803146008,6.451968539923758e-05,1.6046212158458188e-09,3.645672520875529e-11
1.039122303835167e-10,562341325.1903491,6.464474427754814e-50,1.0181987170898355e+25,0.9999354803146008,6.451968539923755e-05,1.2032961579347844e-09,2.7338687125270162e-11
1.039122303835167e-10,749894209.3324559,3.635241116362765e-50,1.810641813928901e+25,0.9999354803146008,6.451968539923757e-05,9.02344820947287e-10,2.0501123165991858e-11
1.039122303835167e-10,1000000000.0,2.0442463067618818e-50,3.21982705666529e+25,0.9999354803146008,6.451968539923754e-05,6.766631560495023e-10,1.5373673546988756e-11
1.039122303835167e-10,1333521432.163324,1.1495641771599528e-50,5.725752158754116e+25,0.9999354803146008,6.451968539923759e-05,5.074257823901456e-10,1.1528628769054427e-11
1.039122303835167e-10,1778279410.0389228,6.464474427754811e-51,1.0181987170898359e+26,0.9999354803146008,6.451968539923758e-05,3.80515655880361e-10,8.645251955457472e-12
1.039122303835167e-10,2371373705.6616554,3.6352411163627655e-51,1.8106418139289007e+26,0.9999354803146008,6.451968539923754e-05,2.853464869050242e-10,6.483024379617649e-12
1.039122303835167e-10,3162277660.1683793,2.0442463067618818e-51,3.21982705666529e+26,0.9999354803146008,6.451968539923757e-05,2.139796781834371e-10,4.861582441236412e-12
