z,H_km_s_Mpc,D_C_Mpc,D_M_Mpc,D_A_Mpc,D_L_Mpc,mu_mag
1.9428,199.025679124,5226.03408825,5226.03408825,1775.87130904,15379.1731149,45.9346649279
1.944,199.137898519,5227.84113941,5227.84113941,1775.76125659,15390.7643144,45.9363009384
1.9452,199.250146206,5229.64717241,5229.64717241,1775.65094812,15402.3568522,45.937935906
1.9464,199.362422176,5231.45218815,5231.45218815,1775.54038425,15413.9507272,45.9395698318
1.9476,199.474726417,5233.25618749,5233.25618749,1775.42956558,15425.5459383,45.9412027173
1.9488,199.587058919,5235.05917135,5235.05917135,1775.31849273,15437.1424845,45.9428345635
1.95,199.699419673,5236.8611406,5236.8611406,1775.2071663,15448.7403648,45.9444653719
1.9512,199.811808667,5238.66209613,5238.66209613,1775.09558692,15460.3395781,45.9460951437
1.9524,199.924225891,5240.46203883,5240.46203883,1774.98375519,15471.9401234,45.9477238801
1.9536,200.036671335,5242.26096957,5242.26096957,1774.87167171,15483.5419997,45.9493515824
1.9548,200.149144989,5244.05888926,5244.05888926,1774.7593371,15495.145206,45.950978252
1.956,200.261646841,5245.85579876,5245.85579876,1774.64675195,15506.7497411,45.95260389
1.9572,200.374176882,5247.65169896,5247.65169896,1774.53391687,15518.3556042,45.9542284977
1.9584,200.486735102,5249.44659074,5249.44659074,1774.42083246,15529.962794,45.9558520763
1.9596,200.599321489,5251.24047498,5251.24047498,1774.30749932,15541.5713097,45.9574746272
1.9608,200.711936035,5253.03335256,5253.03335256,1774.19391805,15553.1811503,45.9590961516
1.962,200.824578727,5254.82522435,5254.82522435,1774.08008925,15564.7923145,45.9607166507
1.9632,200.937249557,5256.61609124,5256.61609124,1773.96601351,15576.4048016,45.9623361258
1.9644,201.049948513,5258.4059541,5258.4059541,1773.85169144,15588.0186103,45.9639545781
1.9656,201.162675586,5260.19481381,5260.19481381,1773.73712362,15599.6337398,45.9655720089
1.9668,201.275430766,5261.98267123,5261.98267123,1773.62231065,15611.250189,45.9671884194
1.968,201.388214041,5263.76952724,5263.76952724,1773.50725311,15622.8679569,45.9688038108
1.9692,201.501025403,5265.55538272,5265.55538272,1773.39195161,15634.4870424,45.9704181844
1.9704,201.613864839,5267.34023854,5267.34023854,1773.27640673,15646.1074445,45.9720315415
1.9716,201.726732342,5269.12409556,5269.12409556,1773.16061905,15657.7291624,45.9736438832
1.9728,201.839627899,5270.90695465,5270.90695465,1773.04458916,15669.3521948,45.9752552108
1.974,201.952551501,5272.68881669,5272.68881669,1772.92831765,15680.9765408,45.9768655255
1.9752,202.065503139,5274.46968254,5274.46968254,1772.8118051,15692.6021995,45.9784748286
1.9764,202.178482801,5276.24955306,5276.24955306,1772.6950521,15704.2291697,45.9800831212
1.9776,202.291490477,5278.02842913,5278.02842913,1772.57805922,15715.8574506,45.9816904046
1.9788,202.404526158,5279.8063116,5279.8063116,1772.46082705,15727.487041,45.9832966801
1.98,202.517589832,5281.58320135,5281.58320135,1772.34335616,15739.11794,45.9849019487
1.9812,202.630681491,5283.35909922,5283.35909922,1772.22564713,15750.7501466,45.9865062118
1.9824,202.743801124,5285.1340061,5285.1340061,1772.10770054,15762.3836598,45.9881094706
1.9836,202.856948721,5286.90792283,5286.90792283,1771.98951697,15774.0184785,45.9897117262
1.9848,202.970124272,5288.68085027,5288.68085027,1771.87109698,15785.6546019,45.99131298
1.986,203.083327766,5290.45278929,5290.45278929,1771.75244115,15797.2920288,45.992913233
1.9872,203.196559194,5292.22374074,5292.22374074,1771.63355006,15808.9307583,45.9945124865
1.9884,203.309818545,5293.99370548,5293.99370548,1771.51442427,15820.5707894,45.9961107416
1.9896,203.42310581,5295.76268436,5295.76268436,1771.39506434,15832.2121212,45.9977079997
1.9908,203.536420979,5297.53067825,5297.53067825,1771.27547086,15843.8547525,45.9993042619
1.992,203.649764041,5299.29768799,5299.29768799,1771.15564438,15855.4986825,46.0008995294
1.9932,203.763134986,5301.06371444,5301.06371444,1771.03558547,15867.1439101,46.0024938034
1.9944,203.876533805,5302.82875844,5302.82875844,1770.9152947,15878.7904343,46.004087085
1.9956,203.989960487,5304.59282086,5304.59282086,1770.79477262,15890.4382542,46.0056793755
1.9968,204.103415023,5306.35590255,5306.35590255,1770.6740198,15902.0873687,46.0072706761
1.998,204.216897403,5308.11800434,5308.11800434,1770.5530368,15913.737777,46.0088609879
1.9992,204.330407615,5309.87912709,5309.87912709,1770.43182418,15925.389478,46.0104503121
2.0004,204.443945652,5311.63927165,5311.63927165,1770.3103825,15937.0424707,46.01203865
2.0016,204.557511502,5313.39843887,5313.39843887,1770.18871231,15948.6967541,46.0136260026
2.0028,204.671105156,5315.15662959,5315.15662959,1770.06681417,15960.3523273,46.0152123712
2.004,204.784726603,5316.91384465,5316.91384465,1769.94468863,15972.0091893,46.0167977569
2.0052,204.898375835,5318.6700849,5318.6700849,1769.82233625,15983.6673391,46.018382161
2.0064,205.01205284,5320.42535118,5320.42535118,1769.69975758,15995.3267758,46.0199655845
2.0076,205.12575761,5322.17964434,5322.17964434,1769.57695316,16006.9874983,46.0215480288
2.0088,205.239490134,5323.93296521,5323.93296521,1769.45392356,16018.6495057,46.0231294948
2.01,205.353250402,5325.68531464,5325.68531464,1769.33066932,16030.3127971,46.0247099838
2.0112,205.467038405,5327.43669347,5327.43669347,1769.20719098,16041.9773714,46.026289497
2.0124,205.580854132,5329.18710252,5329.18710252,1769.08348909,16053.6432276,46.0278680355
2.0136,205.694697575,5330.93654265,5330.93654265,1768.95956419,16065.3103649,46.0294456004
2.0148,205.808568722,5332.68501469,5332.68501469,1768.83541684,16076.9787823,46.031022193
2.016,205.922467565,5334.43251947,5334.43251947,1768.71104757,16088.6484787,46.0325978144
2.0172,206.036394093,5336.17905783,5336.17905783,1768.58645692,16100.3194533,46.0341724657
2.0184,206.150348297,5337.9246306,5337.9246306,1768.46164544,16111.991705,46.0357461481
2.0196,206.264330166,5339.66923862,5339.66923862,1768.33661366,16123.6652329,46.0373188627
2.0208,206.378339692,5341.41288271,5341.41288271,1768.21136213,16135.3400361,46.0388906108
2.022,206.492376864,5343.15556371,5343.15556371,1768.08589137,16147.0161135,46.0404613934
2.0232,206.606441672,5344.89728245,5344.89728245,1767.96020192,16158.6934643,46.0420312116
2.0244,206.720534108,5346.63803976,5346.63803976,1767.83429433,16170.3720875,46.0436000667
2.0256,206.83465416,5348.37783647,5348.37783647,1767.70816911,16182.051982,46.0451679597
2.0268,206.94880182,5350.1166734,5350.1166734,1767.58182681,16193.733147,46.0467348918
2.028,207.062977078,5351.85455138,5351.85455138,1767.45526796,16205.4155816,46.0483008641
2.0292,207.177179924,5353.59147123,5353.59147123,1767.32849308,16217.0992847,46.0498658778
2.0304,207.291410348,5355.32743379,5355.32743379,1767.2015027,16228.7842554,46.051429934
2.0316,207.405668341,5357.06243987,5357.06243987,1767.07429736,16240.4704927,46.0529930338
2.0328,207.519953892,5358.7964903,5358.7964903,1766.94687757,16252.1579958,46.0545551784
2.034,207.634266993,5360.5295859,5360.5295859,1766.81924387,16263.8467636,46.0561163688
2.0352,207.748607634,5362.2617275,5362.2617275,1766.69139678,16275.5367953,46.0576766063
2.0364,207.862975805,5363.9929159,5363.9929159,1766.56333681,16287.2280898,46.0592358919
2.0376,207.977371496,5365.72315193,5365.72315193,1766.4350645,16298.9206463,46.0607942267
2.0388,208.091794698,5367.45243642,5367.45243642,1766.30658037,16310.6144638,46.0623516118
2.04,208.206245401,5369.18077017,5369.18077017,1766.17788492,16322.3095413,46.0639080485
2.0412,208.320723596,5370.90815401,5370.90815401,1766.04897869,16334.005878,46.0654635377
2.0424,208.435229273,5372.63458874,5372.63458874,1765.9198622,16345.7034728,46.0670180806
2.0436,208.549762423,5374.36007519,5374.36007519,1765.79053594,16357.4023249,46.0685716784
2.0448,208.664323035,5376.08461417,5376.08461417,1765.66100045,16369.1024332,46.070124332
2.046,208.778911101,5377.8082065,5377.8082065,1765.53125624,16380.803797,46.0716760427
2.0472,208.893526611,5379.53085297,5379.53085297,1765.40130381,16392.5064152,46.0732268115
2.0484,209.008169554,5381.25255442,5381.25255442,1765.27114369,16404.2102869,46.0747766395
2.0496,209.122839923,5382.97331164,5382.97331164,1765.14077638,16415.9154112,46.0763255279
2.0508,209.237537707,5384.69312544,5384.69312544,1765.01020239,16427.6217871,46.0778734777
2.052,209.352262897,5386.41199664,5386.41199664,1764.87942223,16439.3294138,46.07942049
2.0532,209.467015483,5388.12992605,5388.12992605,1764.74843641,16451.0382902,46.080966566
2.0544,209.581795456,5389.84691446,5389.84691446,1764.61724544,16462.7484155,46.0825117066
2.0556,209.696602806,5391.56296269,5391.56296269,1764.48584981,16474.4597888,46.0840559131
2.0568,209.811437524,5393.27807154,5393.27807154,1764.35425005,16486.1724091,46.0855991865
2.058,209.9262996,5394.99224182,5394.99224182,1764.22244664,16497.8862755,46.0871415278
2.0592,210.041189026,5396.70547432,5396.70547432,1764.09044009,16509.6013871,46.0886829382
2.0604,210.156105791,5398.41776986,5398.41776986,1763.95823091,16521.3177429,46.0902234188
2.0616,210.271049886,5400.12912923,5400.12912923,1763.82581958,16533.0353421,46.0917629706
2.0628,210.386021302,5401.83955324,5401.83955324,1763.69320662,16544.7541837,46.0933015947
2.064,210.501020029,5403.54904268,5403.54904268,1763.56039252,16556.4742668,46.0948392922
2.0652,210.616046058,5405.25759836,5405.25759836,1763.42737777,16568.1955905,46.0963760642
2.0664,210.73109938,5406.96522106,5406.96522106,1763.29416288,16579.9181539,46.0979119117
2.0676,210.846179984,5408.6719116,5408.6719116,1763.16074834,16591.641956,46.0994468358
2.0688,210.961287863,5410.37767076,5410.37767076,1763.02713463,16603.366996,46.1009808376
2.07,211.076423006,5412.08249934,5412.08249934,1762.89332226,16615.093273,46.1025139182
2.0712,211.191585405,5413.78639814,5413.78639814,1762.75931172,16626.820786,46.1040460786
2.0724,211.306775049,5415.48936795,5415.48936795,1762.62510349,16638.5495341,46.1055773199
2.0736,211.421991929,5417.19140957,5417.19140957,1762.49069806,16650.2795164,46.1071076431
2.0748,211.537236037,5418.89252378,5418.89252378,1762.35609593,16662.0107321,46.1086370493
2.076,211.652507363,5420.59271137,5420.59271137,1762.22129759,16673.7431802,46.1101655396
2.0772,211.767805897,5422.29197315,5422.29197315,1762.08630351,16685.4768598,46.1116931151
2.0784,211.883131631,5423.99030989,5423.99030989,1761.95111418,16697.21177,46.1132197767
2.0796,211.998484554,5425.68772238,5425.68772238,1761.81573009,16708.9479099,46.1147455256
2.0808,212.113864658,5427.38421142,5427.38421142,1761.68015172,16720.6852786,46.1162703627
2.082,212.229271934,5429.0797778,5429.0797778,1761.54437956,16732.4238752,46.1177942892
2.0832,212.344706373,5430.77442228,5430.77442228,1761.40841408,16744.1636988,46.1193173061
2.0844,212.460167964,5432.46814568,5432.46814568,1761.27225576,16755.9047485,46.1208394144
2.0856,212.575656699,5434.16094875,5434.16094875,1761.13590509,16767.6470235,46.1223606152
2.0868,212.691172568,5435.8528323,5435.8528323,1760.99936254,16779.3905228,46.1238809096
2.088,212.806715563,5437.5437971,5437.5437971,1760.8626286,16791.1352455,46.1254002985
2.0892,212.922285675,5439.23384394,5439.23384394,1760.72570372,16802.8811907,46.126918783
2.0904,213.037882893,5440.9229736,5440.9229736,1760.5885884,16814.6283576,46.1284363642
2.0916,213.153507209,5442.61118685,5442.61118685,1760.4512831,16826.3767453,46.1299530431
2.0928,213.269158614,5444.29848447,5444.29848447,1760.31378831,16838.1263528,46.1314688206
2.094,213.384837098,5445.98486726,5445.98486726,1760.17610448,16849.8771793,46.132983698
2.0952,213.500542653,5447.67033597,5447.67033597,1760.03823209,16861.6292239,46.1344976761
2.0964,213.616275269,5449.35489139,5449.35489139,1759.90017162,16873.3824857,46.136010756
2.0976,213.732034937,5451.0385343,5451.0385343,1759.76192352,16885.1369639,46.1375229388
2.0988,213.847821648,5452.72126547,5452.72126547,1759.62348828,16896.8926574,46.1390342255
2.1,213.963635394,5454.40308567,5454.40308567,1759.48486635,16908.6495656,46.140544617
2.1012,214.079476163,5456.08399569,5456.08399569,1759.3460582,16920.4076874,46.1420541145
2.1024,214.195343949,5457.76399628,5457.76399628,1759.2070643,16932.1670221,46.1435627189
2.1036,214.311238741,5459.44308823,5459.44308823,1759.06788511,16943.9275686,46.1450704313
2.1048,214.427160531,5461.1212723,5461.1212723,1758.9285211,16955.6893262,46.1465772526
2.106,214.543109309,5462.79854926,5462.79854926,1758.78897272,16967.452294,46.148083184
2.1072,214.659085067,5464.47491989,5464.47491989,1758.64924044,16979.2164711,46.1495882263
2.1084,214.775087795,5466.15038495,5466.15038495,1758.50932472,16990.9818566,46.1510923807
2.1096,214.891117485,5467.8249452,5467.8249452,1758.36922601,17002.7484496,46.1525956481
2.1108,215.007174127,5469.49860143,5469.49860143,1758.22894478,17014.5162493,46.1540980295
2.112,215.123257712,5471.17135439,5471.17135439,1758.08848149,17026.2852548,46.155599526
2.1132,215.239368232,5472.84320484,5472.84320484,1757.94783658,17038.0554653,46.1571001385
2.1144,215.355505677,5474.51415356,5474.51415356,1757.80701052,17049.8268798,46.1585998681
2.1156,215.471670038,5476.1842013,5476.1842013,1757.66600375,17061.5994976,46.1600987158
2.1168,215.587861307,5477.85334882,5477.85334882,1757.52481674,17073.3733176,46.1615966825
2.118,215.704079474,5479.5215969,5479.5215969,1757.38344994,17085.1483391,46.1630937692
2.1192,215.820324531,5481.18894629,5481.18894629,1757.24190379,17096.9245613,46.1645899771
2.1204,215.936596468,5482.85539775,5482.85539775,1757.10017874,17108.7019831,46.1660853069
2.1216,216.052895277,5484.52095204,5484.52095204,1756.95827526,17120.4806039,46.1675797599
2.1228,216.169220948,5486.18560992,5486.18560992,1756.81619378,17132.2604227,46.1690733368
2.124,216.285573473,5487.84937215,5487.84937215,1756.67393475,17144.0414386,46.1705660388
2.1252,216.401952843,5489.51223948,5489.51223948,1756.53149862,17155.8236508,46.1720578668
2.1264,216.518359049,5491.17421267,5491.17421267,1756.38888583,17167.6070585,46.1735488218
2.1276,216.634792082,5492.83529247,5492.83529247,1756.24609684,17179.3916607,46.1750389048
2.1288,216.751251933,5494.49547964,5494.49547964,1756.10313208,17191.1774567,46.1765281168
2.13,216.867738594,5496.15477494,5496.15477494,1755.95999199,17202.9644456,46.1780164588
2.1312,216.984252054,5497.81317911,5497.81317911,1755.81667703,17214.7526264,46.1795039317
2.1324,217.100792307,5499.47069291,5499.47069291,1755.67318762,17226.5419985,46.1809905365
2.1336,217.217359342,5501.12731709,5501.12731709,1755.52952422,17238.3325608,46.1824762742
2.1348,217.333953151,5502.78305239,5502.78305239,1755.38568725,17250.1243126,46.1839611458
2.136,217.450573725,5504.43789958,5504.43789958,1755.24167716,17261.9172531,46.1854451522
2.1372,217.567221055,5506.09185939,5506.09185939,1755.09749439,17273.7113813,46.1869282945
2.1384,217.683895132,5507.74493258,5507.74493258,1754.95313937,17285.5066964,46.1884105735
2.1396,217.800595948,5509.3971199,5509.3971199,1754.80861253,17297.3031976,46.1898919903
2.1408,217.917323495,5511.04842208,5511.04842208,1754.66391431,17309.1008841,46.1913725458
2.142,218.034077762,5512.69883987,5512.69883987,1754.51904515,17320.8997549,46.1928522411
2.1432,218.150858741,5514.34837403,5514.34837403,1754.37400548,17332.6998092,46.194331077
2.1444,218.267666424,5515.99702529,5515.99702529,1754.22879573,17344.5010463,46.1958090545
2.1456,218.384500801,5517.64479439,5517.64479439,1754.08341633,17356.3034652,46.1972861746
2.1468,218.501361865,5519.29168209,5519.29168209,1753.9378677,17368.1070652,46.1987624383
2.148,218.618249606,5520.93768911,5520.93768911,1753.79215029,17379.9118453,46.2002378464
2.1492,218.735164015,5522.5828162,5522.5828162,1753.64626451,17391.7178048,46.2017124
2.1504,218.852105084,5524.22706411,5524.22706411,1753.5002108,17403.5249428,46.2031861001
2.1516,218.969072805,5525.87043356,5525.87043356,1753.35398958,17415.3332584,46.2046589475
2.1528,219.086067167,5527.51292531,5527.51292531,1753.20760128,17427.1427509,46.2061309432
2.154,219.203088164,5529.15454008,5529.15454008,1753.06104631,17438.9534194,46.2076020882
2.1552,219.320135785,5530.79527861,5530.79527861,1752.91432512,17450.7652631,46.2090723835
2.1564,219.437210023,5532.43514164,5532.43514164,1752.76743811,17462.5782811,46.2105418299
2.1576,219.554310868,5534.0741299,5534.0741299,1752.6203857,17474.3924726,46.2120104284
2.1588,219.671438313,5535.71224413,5535.71224413,1752.47316833,17486.2078368,46.21347818
2.16,219.788592348,5537.34948506,5537.34948506,1752.32578641,17498.0243728,46.2149450856
2.1612,219.905772964,5538.98585343,5538.98585343,1752.17824036,17509.8420799,46.2164111461
2.1624,220.022980154,5540.62134996,5540.62134996,1752.0305306,17521.6609571,46.2178763626
2.1636,220.140213908,5542.25597539,5542.25597539,1751.88265754,17533.4810038,46.2193407358
2.1648,220.257474218,5543.88973045,5543.88973045,1751.7346216,17545.3022189,46.2208042668
2.166,220.374761075,5545.52261586,5545.52261586,1751.5864232,17557.1246018,46.2222669565
2.1672,220.492074471,5547.15463237,5547.15463237,1751.43806276,17568.9481516,46.2237288059
2.1684,220.609414397,5548.78578068,5548.78578068,1751.28954068,17580.7728675,46.2251898158
2.1696,220.726780845,5550.41606154,5550.41606154,1751.14085737,17592.5987486,46.2266499872
2.1708,220.844173805,5552.04547566,5552.04547566,1750.99201326,17604.4257942,46.228109321
2.172,220.96159327,5553.67402378,5553.67402378,1750.84300876,17616.2540034,46.2295678182
2.1732,221.079039231,5555.30170661,5555.30170661,1750.69384426,17628.0833754,46.2310254796
2.1744,221.196511679,5556.92852489,5556.92852489,1750.54452019,17639.9139094,46.2324823063
2.1756,221.314010606,5558.55447933,5558.55447933,1750.39503695,17651.7456046,46.233938299
2.1768,221.431536003,5560.17957066,5560.17957066,1750.24539495,17663.5784601,46.2353934588
2.178,221.549087861,5561.80379961,5561.80379961,1750.09559459,17675.4124751,46.2368477866
2.1792,221.666666173,5563.42716688,5563.42716688,1749.94563629,17687.2476489,46.2383012833
2.1804,221.784270929,5565.0496732,5565.0496732,1749.79552044,17699.0839807,46.2397539498
2.1816,221.901902122,5566.6713193,5566.6713193,1749.64524745,17710.9214695,46.2412057869
2.1828,222.019559742,5568.29210588,5568.29210588,1749.49481773,17722.7601146,46.2426567958
2.184,222.137243782,5569.91203367,5569.91203367,1749.34423168,17734.5999152,46.2441069771
2.1852,222.254954233,5571.53110339,5571.53110339,1749.1934897,17746.4408705,46.2455563319
2.1864,222.372691085,5573.14931574,5573.14931574,1749.04259219,17758.2829797,46.2470048611
2.1876,222.490454332,5574.76667146,5574.76667146,1748.89153955,17770.1262419,46.2484525656
2.1888,222.608243964,5576.38317124,5576.38317124,1748.74033218,17781.9706565,46.2498994462
2.19,222.726059973,5577.99881581,5577.99881581,1748.58897047,17793.8162224,46.2513455039
2.1912,222.84390235,5579.61360588,5579.61360588,1748.43745484,17805.6629391,46.2527907397
2.1924,222.961771088,5581.22754216,5581.22754216,1748.28578566,17817.5108056,46.2542351543
2.1936,223.079666178,5582.84062536,5582.84062536,1748.13396335,17829.3598211,46.2556787486
2.1948,223.19758761,5584.45285619,5584.45285619,1747.98198829,17841.209985,46.2571215237
2.196,223.315535378,5586.06423537,5586.06423537,1747.82986088,17853.0612962,46.2585634804
2.1972,223.433509473,5587.6747636,5587.6747636,1747.67758151,17864.9137542,46.2600046196
2.1984,223.551509885,5589.2844416,5589.2844416,1747.52515057,17876.767358,46.2614449421
2.1996,223.669536608,5590.89327006,5590.89327006,1747.37256846,17888.6221069,46.2628844489
2.2008,223.787589631,5592.5012497,5592.5012497,1747.21983557,17900.478,46.2643231409
2.202,223.905668948,5594.10838123,5594.10838123,1747.06695229,17912.3350367,46.265761019
2.2032,224.02377455,5595.71466534,5595.71466534,1746.913919,17924.193216,46.267198084
2.2044,224.141906429,5597.32010275,5597.32010275,1746.7607361,17936.0525372,46.2686343368
2.2056,224.260064575,5598.92469415,5598.92469415,1746.60740397,17947.9129996,46.2700697784
2.2068,224.378248981,5600.52844026,5600.52844026,1746.453923,17959.7746022,46.2715044095
2.208,224.496459639,5602.13134177,5602.13134177,1746.30029357,17971.6373444,46.2729382312
2.2092,224.61469654,5603.73339939,5603.73339939,1746.14651608,17983.5012253,46.2743712442
2.2104,224.732959676,5605.33461382,5605.33461382,1745.9925909,17995.3662442,46.2758034495
2.2116,224.851249039,5606.93498575,5606.93498575,1745.83851842,18007.2324002,46.2772348479
2.2128,224.96956462,5608.53451589,5608.53451589,1745.68429902,18019.0996926,46.2786654404
2.214,225.087906411,5610.13320494,5610.13320494,1745.52993309,18030.9681207,46.2800952277
2.2152,225.206274404,5611.73105359,5611.73105359,1745.375421,18042.8376835,46.2815242108
2.2164,225.324668591,5613.32806254,5613.32806254,1745.22076313,18054.7083803,46.2829523905
2.2176,225.443088963,5614.92423249,5614.92423249,1745.06595987,18066.5802104,46.2843797677
2.2188,225.561535512,5616.51956413,5616.51956413,1744.9110116,18078.453173,46.2858063433
2.22,225.680008231,5618.11405816,5618.11405816,1744.75591868,18090.3272673,46.2872321182
2.2212,225.79850711,5619.70771528,5619.70771528,1744.60068151,18102.2024925,46.2886570932
2.2224,225.917032141,5621.30053617,5621.30053617,1744.44530045,18114.0788478,46.2900812691
2.2236,226.035583317,5622.89252154,5622.89252154,1744.28977588,18125.9563324,46.291504647
2.2248,226.154160628,5624.48367206,5624.48367206,1744.13410818,18137.8349457,46.2929272275
2.226,226.272764068,5626.07398844,5626.07398844,1743.97829772,18149.7146867,46.2943490116
2.2272,226.391393628,5627.66347136,5627.66347136,1743.82234487,18161.5955548,46.2957700002
2.2284,226.510049299,5629.25212152,5629.25212152,1743.66625001,18173.4775491,46.297190194
2.2296,226.628731074,5630.8399396,5630.8399396,1743.5100135,18185.3606689,46.298609594
2.2308,226.747438943,5632.42692629,5632.42692629,1743.35363572,18197.2449135,46.3000282011
2.232,226.8661729,5634.01308229,5634.01308229,1743.19711704,18209.1302819,46.301446016
2.2332,226.984932936,5635.59840826,5635.59840826,1743.04045783,18221.0167736,46.3028630396
2.2344,227.103719043,5637.18290492,5637.18290492,1742.88365846,18232.9043877,46.3042792728
2.2356,227.222531213,5638.76657292,5638.76657292,1742.72671929,18244.7931234,46.3056947164
2.2368,227.341369438,5640.34941298,5640.34941298,1742.56964069,18256.6829799,46.3071093714
2.238,227.460233709,5641.93142576,5641.93142576,1742.41242303,18268.5739566,46.3085232384
